MP Name,composite_risk_rank,composite_risk_score,risk_band,is_flagged_composite,constituency_proxy,top_vendor,is_ghost_work_flagged,true_label,top_shap_drivers,num_works,anomaly_score_mean,anomaly_score_max,anomaly_flag_rate,cost_deviation_pct_mean,cost_deviation_pct_max,sor_match_confidence_mean,duplicate_score_mean,duplicate_score_max,duplicate_flag_rate,duplicate_group_size_max,injected_anomaly_frac,ghost_work_rate,constituency_proxy_state,constituency_proxy_district,num_months,deviation_flag_rate,residual_pct_mean,residual_pct_max,total_actual_amount,num_primary_vendors,collusion_score_mean,collusion_score_max,flagged_vendor_rate,any_flagged_vendor,top_vendor_total_amount,top_vendor_collusion_score,top_vendor_is_flagged_collusion,target_high_risk,driver_1_feature,driver_1_shap,driver_2_feature,driver_2_shap,driver_3_feature,driver_3_shap,composite_risk_score_raw_oof,composite_risk_score_in_sample,decision_threshold,is_flagged_capacity,risk_percentile,label_agreement
Shri Anil Kumar Yadav Mandadi (2024-30),325,0.03333333333333333,Low,0,"Sitting Rajya Sabha, Telangana",SANTRIX CONSTRUCTIONS,0.0,0,cost_deviation_pct_mean (-3.659); cost_deviation_pct_max (+0.574); num_works (-0.379),71,0.1745791068556593,0.222627770777483,0.0140845070422535,0.0618704225352112,1.3331,0.853943661971831,0.0,0.0,0.0,1.0,0.028169014084507,0.0,Telangana,Sitting Rajya Sabha,21,0.0476190476190476,0.2818474034787083,2.336419183765257,54363174.0,12,0.5475307644425291,0.6704903756374345,0.0833333333333333,1.0,33720000.0,0.6704903756374345,1.0,0,cost_deviation_pct_mean,-3.6591494,cost_deviation_pct_max,0.57391673,num_works,-0.3789519,0.043411124497652054,0.0541128,0.5,0,0.5106221547799696,agree
KALYAN VAIJINATHRAO KALE,326,0.03333333333333333,Low,0,"JALNA, Maharashtra",AMOL BADRINARAYAN KALASKAR,1.0,0,cost_deviation_pct_mean (-3.133); cost_deviation_pct_max (+0.883); num_works (-0.706),19,0.1768011008314246,0.2113875859411783,0.0,0.0412263157894736,0.9591,0.8143157894736842,0.4125524150252144,0.7528162710666656,0.5789473684210527,6.0,0.0526315789473684,0.5789473684210527,Maharashtra,JALNA,18,0.0,0.6021575731555202,2.034015441603235,39254291.0,31,0.541241488324031,0.6365986138044961,0.0,0.0,2998000.0,0.6157607914960856,0.0,0,cost_deviation_pct_mean,-3.1327155,cost_deviation_pct_max,0.88312995,num_works,-0.7062883,0.04334307461977005,0.03518631,0.5,0,0.5106221547799696,agree
Shri Dhananjay Bhimrao Mahadik (2022-28),327,0.03333333333333333,Low,0,"Sitting Rajya Sabha, Maharashtra",TANISHQ CONSTRUCTION,0.0,0,cost_deviation_pct_mean (-2.049); num_works (-0.696); cost_deviation_pct_max (-0.336),32,0.1527885659184441,0.2150179799531781,0.0625,0.110278125,2.6966,0.846625,0.0,0.0,0.0,1.0,0.03125,0.0,Maharashtra,Sitting Rajya Sabha,26,0.0,0.8331351951293181,2.031160136106923,48415797.0,30,0.5273777801718978,0.6334994254111901,0.0,0.0,17237075.0,0.6119756877109819,0.0,0,cost_deviation_pct_mean,-2.0494483,num_works,-0.6963272,cost_deviation_pct_max,-0.33644122,0.04309892033537229,0.028556863,0.5,0,0.5106221547799696,agree
Shri Manan Kumar Mishra (2024-28),328,0.03333333333333333,Low,0,"Sitting Rajya Sabha, Bihar",NITU DEVI,0.0,0,cost_deviation_pct_mean (-2.651); num_works (-0.659); anomaly_score_max (+0.525),31,0.1713311141089725,0.2216491136726702,0.032258064516129,0.099416129032258,2.8042,0.857258064516129,0.0,0.0,0.0,1.0,0.032258064516129,0.0,Bihar,Sitting Rajya Sabha,14,0.0,0.3710505449175843,1.2140905643024953,39945301.0,23,0.5285215033616568,0.6543749551102492,0.0434782608695652,1.0,7925734.0,0.6543749551102492,1.0,0,cost_deviation_pct_mean,-2.651457,num_works,-0.6591954,anomaly_score_max,0.5250305,0.041430345426003136,0.026314829,0.5,0,0.5106221547799696,agree
RACHNA BANERJEE,329,0.03333333333333333,Low,0,"HOOGHLY, West Bengal",EVANA ELECTRICALS PRIVATE LIMITED,1.0,0,cost_deviation_pct_mean (-2.123); num_works (-0.674); cost_deviation_pct_max (+0.471),36,0.1413439893773433,0.2143668834832434,0.1388888888888889,0.1037777777777777,2.1985,0.8491944444444445,0.7772085592989245,0.8680000119209289,0.9444444444444444,18.0,0.0555555555555555,0.9444444444444444,West Bengal,HOOGHLY,21,0.0,0.8019127539124624,2.0770023166104803,34234471.0,17,0.5065571779239599,0.6808859441212383,0.0588235294117647,1.0,7998169.0,0.6808859441212383,1.0,0,cost_deviation_pct_mean,-2.1225414,num_works,-0.6740173,cost_deviation_pct_max,0.47068125,0.04122078356643518,0.057469245,0.5,0,0.5106221547799696,agree
Shri Arun Singh (2020-26),330,0.03333333333333333,Low,0,"Sitting Rajya Sabha, Uttar Pradesh",Randheer Enterprises,0.0,0,cost_deviation_pct_mean (-3.656); cost_deviation_pct_max (+0.852); sor_match_confidence_mean (-0.258),46,0.1453009013576403,0.2047049795560314,0.0,0.0326260869565217,0.6756,0.8467391304347827,0.0,0.0,0.0,1.0,0.0217391304347826,0.0,Uttar Pradesh,Sitting Rajya Sabha,32,0.03125,0.5504404973604465,1.8101393402842432,151462382.0,30,0.5100471641648112,0.6428975436328378,0.0,0.0,12606074.0,0.6428975436328378,0.0,0,cost_deviation_pct_mean,-3.6561966,cost_deviation_pct_max,0.8521665,sor_match_confidence_mean,-0.25770786,0.04099997133016586,0.03639301,0.5,0,0.5106221547799696,agree
KRISHNA DEVI SHIVSHANKER PATEL,331,0.03333333333333333,Low,0,"BANDA, Uttar Pradesh",DHARMENDRA ENTERPRISES,1.0,0,cost_deviation_pct_mean (-2.911); num_works (-0.416); sor_match_confidence_mean (-0.289),202,0.1884301854165603,0.2148065793827102,0.0247524752475247,0.0923712871287128,2.4715,0.8567673267326733,0.8358348693071621,0.8607375435829162,0.995049504950495,381.0,0.0346534653465346,0.995049504950495,Uttar Pradesh,BANDA,26,0.0384615384615384,1.0068096963390054,3.1826530310851604,76835226.67,14,0.4667345143185479,0.6738140127846011,0.1428571428571428,1.0,34020702.12,0.6738140127846011,1.0,0,cost_deviation_pct_mean,-2.911017,num_works,-0.4160871,sor_match_confidence_mean,-0.2894345,0.040588682517409325,0.03310512,0.5,0,0.5106221547799696,agree
Smt. Geeta alias Chandraprabha (2020-26),332,0.03333333333333333,Low,0,"Sitting Rajya Sabha, Uttar Pradesh",RAHISH WARSI,0.0,0,cost_deviation_pct_mean (-3.384); num_works (-0.429); collusion_score_max (+0.278),210,0.1623105004002688,0.2168089357573251,0.019047619047619,0.06738,2.7332,0.8510857142857143,0.0,0.0,0.0,1.0,0.0285714285714285,0.0,Uttar Pradesh,Sitting Rajya Sabha,34,0.0294117647058823,0.9439941277416728,5.894729754889659,169877016.35,4,0.6219434568699275,0.6726756087050205,0.75,1.0,99868508.35,0.6726756087050205,1.0,0,cost_deviation_pct_mean,-3.383819,num_works,-0.42876452,collusion_score_max,0.27750856,0.040336125840743385,0.03509846,0.5,0,0.5106221547799696,agree
UTKARSH VERMA MADHUR,333,0.03333333333333333,Low,0,"KHERI, Uttar Pradesh",Shiv kumar thekedar,1.0,0,cost_deviation_pct_mean (-2.739); num_works (-0.427); sor_match_confidence_mean (-0.356),347,0.1821975001679381,0.2155785745606459,0.0259365994236311,0.0997564841498559,2.571,0.8564697406340057,0.822622721119761,0.8628798537254333,0.9884726224783862,340.0,0.0432276657060518,0.9884726224783862,Uttar Pradesh,KHERI,19,0.0,0.7530214874332688,1.7618662913437686,74909150.0,4,0.5980589671766142,0.6697829131652662,0.25,1.0,34469115.0,0.6697829131652662,1.0,0,cost_deviation_pct_mean,-2.7391565,num_works,-0.4267746,sor_match_confidence_mean,-0.35570258,0.04028680299719175,0.04730663,0.5,0,0.5106221547799696,agree
Mahesh Sharma,334,0.03333333333333333,Low,0,"GAUTAM BUDDHA NAGAR, Uttar Pradesh",DEV CONSTRUCTION,1.0,0,cost_deviation_pct_mean (-3.666); cost_deviation_pct_max (+0.485); num_works (-0.401),68,0.1783686236146893,0.2171297727332032,0.0147058823529411,0.0680720588235294,2.2439,0.8567647058823529,0.584780117324267,0.8210565978005856,0.7941176470588235,54.0,0.0294117647058823,0.7941176470588235,Uttar Pradesh,GAUTAM BUDDHA NAGAR,27,0.037037037037037,0.7714627938187593,2.4529802466879964,83408358.0,17,0.5503683600136887,0.6624299719887956,0.0588235294117647,1.0,22966531.0,0.6118410184586656,0.0,0,cost_deviation_pct_mean,-3.6657248,cost_deviation_pct_max,0.48537552,num_works,-0.40100273,0.03977287436525027,0.021408617,0.5,0,0.5106221547799696,agree
Shri Amit Shah,335,0.03333333333333333,Low,0,"GANDHINAGAR, Gujarat",AEON MEDICAL PVT LTD,1.0,0,cost_deviation_pct_mean (-2.902); cost_deviation_pct_max (+0.787); anomaly_score_max (+0.353),22,0.2009227346607909,0.2214512353111659,0.0,0.0569954545454545,1.0639,0.8226818181818182,0.8323276103874391,0.8662866764068603,1.0,27.0,0.0454545454545454,1.0,Gujarat,GANDHINAGAR,9,0.0,1.7662993617612004,6.054210289216273,11529274.0,9,0.4813413257040708,0.6484405300581771,0.0,0.0,4982000.0,0.6484405300581771,0.0,0,cost_deviation_pct_mean,-2.9016778,cost_deviation_pct_max,0.7871728,anomaly_score_max,0.35277912,0.03965716250240803,0.07539866,0.5,0,0.5106221547799696,agree
VINOD KUMAR BIND,336,0.03333333333333333,Low,0,"BHADOHI, Uttar Pradesh",Gandhi Construction And Supplier,1.0,0,cost_deviation_pct_mean (-1.889); cost_deviation_pct_max (-0.422); duplicate_score_max (-0.348),407,0.1911740061000843,0.218704338252656,0.0294840294840294,0.1135110565110565,2.9994,0.847029484029484,0.6950340849319834,0.8680000119209289,0.8943488943488943,305.0,0.0491400491400491,0.8943488943488943,Uttar Pradesh,BHADOHI,19,0.0526315789473684,0.9643610215589534,2.1120446504289343,75517267.0,9,0.5429320588634314,0.671583889966243,0.2222222222222222,1.0,34852494.0,0.671583889966243,1.0,0,cost_deviation_pct_mean,-1.8888214,cost_deviation_pct_max,-0.42239016,duplicate_score_max,-0.3480551,0.03956189379096031,0.05479767,0.5,0,0.5106221547799696,agree
Shyamkumar,337,0.03333333333333333,Low,0,"RAMTEK, Maharashtra",GRAMPANCHAYAT LOHDONGRI,0.0,0,cost_deviation_pct_max (-2.475); cost_deviation_pct_mean (-2.180); num_works (+0.937),1,0.1660406051383545,0.1660406051383545,0.0,0.0887,0.0887,0.766,0.0,0.0,0.0,1.0,0.0,0.0,Maharashtra,RAMTEK,11,0.0909090909090909,0.1619967228856949,1.4898355699862993,5141086.0,6,0.5995211759917642,0.6322263520792932,0.0,0.0,1188142.0,0.6322263520792932,0.0,0,cost_deviation_pct_max,-2.475489,cost_deviation_pct_mean,-2.1802444,num_works,0.9371821,0.03931775875389576,0.017128324,0.5,0,0.5106221547799696,agree
Shri Narayanasa K. Bhandage (2024-30),338,0.03333333333333333,Low,0,"Sitting Rajya Sabha, Karnataka",RAJASHEKAR PATIL,0.0,1,cost_deviation_pct_mean (-1.791); cost_deviation_pct_max (+0.780); anomaly_score_max (+0.500),87,0.1678823608004335,0.2215331381650861,0.0459770114942528,0.1038344827586206,1.9799,0.8512068965517241,0.0,0.0,0.0,1.0,0.0689655172413793,0.0,Karnataka,Sitting Rajya Sabha,23,0.0434782608695652,0.7205809154899313,3.8437625805451394,76863625.0,21,0.4562519024703898,0.6686085972850679,0.0476190476190476,1.0,25080548.0,0.6686085972850679,1.0,1,cost_deviation_pct_mean,-1.7912842,cost_deviation_pct_max,0.7802189,anomaly_score_max,0.5004779,0.03930418627957503,0.5377706,0.5,0,0.5106221547799696,false_negative
Pankaj Chowdhary,339,0.015151515151515152,Low,0,"MAHARAJGANJ, Uttar Pradesh",MS RAMESH CHANDRA PATEL,1.0,0,cost_deviation_pct_mean (-2.659); cost_deviation_pct_max (+0.627); num_works (-0.604),38,0.0971583119534507,0.1904103963623066,0.0263157894736842,0.1000710526315789,2.0319,0.8583684210526317,0.5330153516580123,0.8227295482270632,0.7105263157894737,23.0,0.0526315789473684,0.7105263157894737,Uttar Pradesh,MAHARAJGANJ,23,0.0434782608695652,1.0368345141705178,2.925210318614291,95676373.0,8,0.4264313097033685,0.6741856999209941,0.125,1.0,90325342.0,0.6741856999209941,1.0,0,cost_deviation_pct_mean,-2.6590183,cost_deviation_pct_max,0.6270747,num_works,-0.603972,0.039085290084282555,0.04794746,0.5,0,0.4377845220030349,agree
Shri Mithlesh Kumar (2022-28),340,0.015151515151515152,Low,0,"Sitting Rajya Sabha, Uttar Pradesh",RAMJI CONSTRUCTION,1.0,0,cost_deviation_pct_mean (-2.880); num_works (-0.426); sor_match_confidence_mean (-0.286),195,0.1790926524581388,0.2203038018070526,0.0307692307692307,0.0858517948717948,2.729,0.8488923076923076,0.4377699345155695,0.8199857883453369,0.5714285714285714,68.0,0.0358974358974358,0.5714285714285714,Uttar Pradesh,Sitting Rajya Sabha,38,0.0789473684210526,1.4100770315579112,6.893165457466569,170753928.0,2,0.5076056704733175,0.6915391797744739,0.5,1.0,168339400.0,0.6915391797744739,1.0,0,cost_deviation_pct_mean,-2.8798118,num_works,-0.42570728,sor_match_confidence_mean,-0.28635755,0.03869912773370743,0.030641116,0.5,0,0.4377845220030349,agree
Khalilur Rahaman ,341,0.015151515151515152,Low,0,"JANGIPUR, West Bengal",MAJIBUR RAHAMAN,1.0,0,cost_deviation_pct_mean (-2.513); cost_deviation_pct_max (+0.734); num_works (-0.650),31,0.1153161825909611,0.2058330313559754,0.1935483870967742,0.0842612903225806,1.977,0.8428387096774194,0.793394996181611,0.8680000119209289,0.935483870967742,18.0,0.032258064516129,0.935483870967742,West Bengal,JANGIPUR,13,0.0769230769230769,1.5498556061298772,8.329285357230043,23028217.0,8,0.5742599924585219,0.6649509803921569,0.125,1.0,9450000.0,0.6649509803921569,1.0,0,cost_deviation_pct_mean,-2.5131342,cost_deviation_pct_max,0.73429394,num_works,-0.6495135,0.03838367139299711,0.030462531,0.5,0,0.4377845220030349,agree
ISHA KHAN CHOUDHURY,342,0.015151515151515152,Low,0,"MALDAHA DAKSHIN, West Bengal",THE LOTUS ENTERPRISE,0.0,0,cost_deviation_pct_mean (-2.231); cost_deviation_pct_max (+0.822); num_works (-0.402),25,0.1833488003832552,0.2166121970529544,0.04,0.0975,1.7207,0.8540399999999999,0.0,0.0,0.0,1.0,0.04,0.0,West Bengal,MALDAHA DAKSHIN,15,0.0666666666666666,1.092463091561428,2.4118938202470903,8567025.0,16,0.5434977196006608,0.6619397759103641,0.0625,1.0,1791745.0,0.6619397759103641,1.0,0,cost_deviation_pct_mean,-2.2306397,cost_deviation_pct_max,0.8216726,num_works,-0.401768,0.0383459385484457,0.08687547,0.5,0,0.4377845220030349,agree
ANGOMCHA BIMOL AKOIJAM,343,0.015151515151515152,Low,0,"INNER MANIPUR, Manipur",Murphy Thumrah,0.0,0,cost_deviation_pct_mean (-2.902); cost_deviation_pct_max (-1.678); sor_match_confidence_mean (+0.597),21,0.011465868487711,0.195192298551469,0.4285714285714285,0.0446428571428571,0.1474,0.8658095238095237,0.0,0.0,0.0,1.0,0.0,0.0,Manipur,INNER MANIPUR,21,0.0476190476190476,0.7069643161541322,3.412884274836946,93860392.0,3,0.6274201560966267,0.6431327659268835,0.0,0.0,81575653.0,0.6212193851899734,0.0,0,cost_deviation_pct_mean,-2.9024675,cost_deviation_pct_max,-1.6776882,sor_match_confidence_mean,0.5968001,0.037571351354320846,0.021949017,0.5,0,0.4377845220030349,agree
Adv Adoor Prakash ,344,0.015151515151515152,Low,0,"ATTINGAL, Kerala",ALLUMINA ELECTRONICS,1.0,0,cost_deviation_pct_mean (-3.401); anomaly_score_max (+0.463); num_works (-0.417),108,0.192910069903572,0.2218854665824477,0.0185185185185185,0.0740037037037037,2.6996,0.8449629629629629,0.7241255730016737,0.8400326173850218,0.9537037037037036,407.0,0.0462962962962962,0.9537037037037036,Kerala,ATTINGAL,17,0.0588235294117647,0.6200614531273689,1.4376900285806535,28617364.0,3,0.5297738753621106,0.7031243266537384,0.3333333333333333,1.0,31961831.0,0.7031243266537384,1.0,0,cost_deviation_pct_mean,-3.4012756,anomaly_score_max,0.4628357,num_works,-0.4174835,0.03711433398226897,0.03627677,0.5,0,0.4377845220030349,agree
SELVARAJ V,345,0.015151515151515152,Low,0,"NAGAPATTINAM, Tamil Nadu",DAWOOD ENTERPRISES,1.0,0,cost_deviation_pct_mean (-2.092); cost_deviation_pct_max (-0.383); sor_match_confidence_mean (-0.262),46,0.1570072460325739,0.2213204451678528,0.0869565217391304,0.104041304347826,2.9373,0.8322173913043478,0.4419363930758536,0.8556061797142028,0.5869565217391305,17.0,0.0434782608695652,0.5869565217391305,Tamil Nadu,NAGAPATTINAM,17,0.0,0.6740008194919296,1.688879689137771,50673389.0,33,0.5299959027900205,0.6385405444228973,0.0,0.0,8950588.0,0.6385405444228973,0.0,0,cost_deviation_pct_mean,-2.0920947,cost_deviation_pct_max,-0.38334504,sor_match_confidence_mean,-0.26217237,0.03687712177634239,0.0349296,0.5,0,0.4377845220030349,agree
CHARANJIT SINGH CHANNI,346,0.015151515151515152,Low,0,"JALANDHAR, Punjab",Harnoor Singh,1.0,0,cost_deviation_pct_mean (-2.766); num_works (-0.370); collusion_score_max (+0.282),58,0.1822655046326138,0.218742143329857,0.0344827586206896,0.0947775862068965,2.7909,0.8438275862068966,0.6149354433284436,0.8680000119209289,0.7586206896551724,14.0,0.0344827586206896,0.7586206896551724,Punjab,JALANDHAR,19,0.0526315789473684,0.8999738263145334,3.5953490080570703,27091985.0,71,0.345447559666698,0.6713998419880772,0.028169014084507,1.0,4850456.0,0.6537258493140846,1.0,0,cost_deviation_pct_mean,-2.7664096,num_works,-0.3698801,collusion_score_max,0.28214097,0.03650795357922713,0.024294028,0.5,0,0.4377845220030349,agree
Shri Tejveer Singh (2024-30),347,0.015151515151515152,Low,0,"Sitting Rajya Sabha, Uttar Pradesh",MAA LAXMI CONTRACTOR AND SUPPLIERS,0.0,0,cost_deviation_pct_mean (-3.636); cost_deviation_pct_max (+0.670); num_works (-0.405),53,0.1630276427187219,0.2146191987672166,0.0,0.0546094339622641,1.1868,0.8382830188679246,0.0,0.0,0.0,1.0,0.0188679245283018,0.0,Uttar Pradesh,Sitting Rajya Sabha,23,0.0434782608695652,0.8829189193332037,2.089497426510434,89900058.0,12,0.5434283649357179,0.655727034403505,0.0833333333333333,1.0,16253230.0,0.655727034403505,1.0,0,cost_deviation_pct_mean,-3.636479,cost_deviation_pct_max,0.67027634,num_works,-0.40462393,0.036215122789144516,0.029331548,0.5,0,0.4377845220030349,agree
AGA SYED RUHULLAH MEHDI,348,0.015151515151515152,Low,0,"SRINAGAR, Jammu And Kashmir",Alyas ahmad mir,1.0,0,cost_deviation_pct_mean (-2.001); anomaly_flag_rate (-0.339); deviation_flag_rate (-0.238),62,0.1806127784449595,0.2190502107359866,0.0483870967741935,0.112716129032258,2.5177,0.8641612903225807,0.1094136523809092,0.8500958274013589,0.1451612903225806,4.0,0.0483870967741935,0.1451612903225806,Jammu And Kashmir,SRINAGAR,16,0.0625,0.7447102830868896,2.6610417859199846,20822671.0,51,0.5171881799476955,0.6587292609351433,0.0392156862745098,1.0,2677819.0,0.6587292609351433,1.0,0,cost_deviation_pct_mean,-2.0011137,anomaly_flag_rate,-0.33924714,deviation_flag_rate,-0.23794791,0.03612851413587729,0.03271209,0.5,0,0.4377845220030349,agree
SAYANI GHOSH,349,0.015151515151515152,Low,0,"JADAVPUR, West Bengal",JAYANTA ELECTRIC AND CO,1.0,0,cost_deviation_pct_mean (-2.069); duplicate_score_max (-0.376); anomaly_flag_rate (-0.324),115,0.1717401783341365,0.2186036409940235,0.0521739130434782,0.1134565217391304,2.3822,0.8477565217391305,0.760377314409426,0.8679348640441894,0.9217391304347826,39.0,0.0434782608695652,0.9217391304347826,West Bengal,JADAVPUR,20,0.05,0.702521014905012,4.293874310654621,49785004.0,41,0.4664496849396419,0.6544306184012066,0.024390243902439,1.0,7080790.0,0.6544306184012066,1.0,0,cost_deviation_pct_mean,-2.0689611,duplicate_score_max,-0.37616375,anomaly_flag_rate,-0.32413906,0.03584761110444864,0.04076587,0.5,0,0.4377845220030349,agree
Dr. Dharmasthala Veerendra Heggade (2022-28),350,0.015151515151515152,Low,0,"Nominated Rajya Sabha, Karnataka",BLUESKART ECOMMERCE PRIVATE LIMITED,0.0,0,cost_deviation_pct_mean (-2.888); num_works (-0.476); cost_deviation_pct_max (-0.304),301,0.1830192658333078,0.217336192748334,0.0299003322259136,0.0954033222591362,2.6907,0.8586843853820598,0.0,0.0,0.0,1.0,0.0398671096345514,0.0,Karnataka,Nominated Rajya Sabha,30,0.0333333333333333,0.8023757071097429,4.231371427643876,57878764.0,17,0.4904624066821298,0.6594331322272499,0.1764705882352941,1.0,11453130.0,0.6594331322272499,1.0,0,cost_deviation_pct_mean,-2.8882678,num_works,-0.47649583,cost_deviation_pct_max,-0.3044912,0.034678215781847634,0.022830842,0.5,0,0.4377845220030349,agree
BAG MITALI,351,0.015151515151515152,Low,0,"ARAMBAG, West Bengal",SN ENTERPRISE,1.0,0,cost_deviation_pct_mean (-3.359); cost_deviation_pct_max (+0.614); num_works (-0.388),90,0.1703758284317728,0.2104702588447979,0.0444444444444444,0.0793077777777777,1.9296,0.8490111111111112,0.6860033933079197,0.8654646687507629,0.8666666666666667,119.0,0.0333333333333333,0.8666666666666667,West Bengal,ARAMBAG,21,0.0,0.7729623233668783,1.6141265287394888,53162451.0,20,0.5240571356747827,0.6766250089779502,0.1,1.0,11309030.0,0.6051793794440853,0.0,0,cost_deviation_pct_mean,-3.3592365,cost_deviation_pct_max,0.61378956,num_works,-0.3880275,0.03459151523808638,0.029538264,0.5,0,0.4377845220030349,agree
Dr Shashi Tharoor,352,0.015151515151515152,Low,0,"THIRUVANANTHAPURAM, Kerala",KSEDC Ltd,1.0,0,cost_deviation_pct_mean (-2.929); cost_deviation_pct_max (+0.466); num_works (-0.255),40,0.168467067473626,0.2210954255656386,0.025,0.1035124999999999,2.167,0.8378249999999999,0.2339180730869151,0.7975732498168945,0.325,4.0,0.05,0.325,Kerala,THIRUVANANTHAPURAM,21,0.0476190476190476,0.937790215900578,4.309068306305499,41754577.0,32,0.4295030311804209,0.654463836816778,0.03125,1.0,5463085.0,0.654463836816778,1.0,0,cost_deviation_pct_mean,-2.9291189,cost_deviation_pct_max,0.46638703,num_works,-0.25515136,0.034542511527736984,0.03704039,0.5,0,0.4377845220030349,agree
CAPTAIN BRIJESH CHOWTA,353,0.015151515151515152,Low,0,"DAKSHINA KANNADA, Karnataka",D K NIRMITHI KENDRA,1.0,0,cost_deviation_pct_mean (-2.101); cost_deviation_pct_max (-0.285); collusion_score_max (-0.264),75,0.1948427970648113,0.2187577584821805,0.0133333333333333,0.108044,2.6821,0.8467066666666667,0.4036796203213901,0.8229682259559631,0.56,72.0,0.0533333333333333,0.56,Karnataka,DAKSHINA KANNADA,22,0.0454545454545454,0.5315988726279745,1.6932274230681723,52228767.0,57,0.4411885199423899,0.6179729584141349,0.0,0.0,6600000.0,0.5870798319327731,0.0,0,cost_deviation_pct_mean,-2.1007957,cost_deviation_pct_max,-0.2853036,collusion_score_max,-0.2636065,0.03427563483516375,0.03580565,0.5,0,0.4377845220030349,agree
UMMEDA RAM BENIWAL,354,0.015151515151515152,Low,0,"BARMER, Rajasthan",Jasnath Computer sale and service,1.0,0,cost_deviation_pct_mean (-2.241); duplicate_score_max (-0.350); cost_deviation_pct_max (-0.332),96,0.1855741333746626,0.2213195319198053,0.03125,0.11365,2.9447,0.8349270833333334,0.7145456943406584,0.8680000119209289,0.875,83.0,0.0416666666666666,0.875,Rajasthan,BARMER,23,0.0434782608695652,0.5433395349579778,2.3621267678968465,66028772.0,62,0.4048512208853764,0.6819004524886878,0.032258064516129,1.0,12641285.0,0.6819004524886878,1.0,0,cost_deviation_pct_mean,-2.241319,duplicate_score_max,-0.3496103,cost_deviation_pct_max,-0.33158886,0.034062476828694344,0.032467864,0.5,0,0.4377845220030349,agree
MURASOLI S,355,0.015151515151515152,Low,0,"THANJAVUR, Tamil Nadu",GM Constructions and Infra P,1.0,0,cost_deviation_pct_mean (-3.017); sor_match_confidence_mean (-0.254); num_works (-0.187),46,0.1079467204119027,0.2108006836436518,0.1304347826086956,0.0913434782608695,2.5095,0.8370217391304348,0.3843129276206607,0.7818291629510769,0.5217391304347826,27.0,0.0434782608695652,0.5217391304347826,Tamil Nadu,THANJAVUR,23,0.0,0.6849243268504506,2.2816761543395425,77333643.0,46,0.4901658656773746,0.6619846656611363,0.0434782608695652,1.0,14701671.0,0.6619846656611363,1.0,0,cost_deviation_pct_mean,-3.0174072,sor_match_confidence_mean,-0.25388592,num_works,-0.18733653,0.03387598879635334,0.02115321,0.5,0,0.4377845220030349,agree
Shri  Dharambir Singh,356,0.015151515151515152,Low,0,"BHIWANI MAHENDRAGARH, Haryana",Bimla Automobiles,0.0,0,cost_deviation_pct_mean (-3.053); num_works (-0.390); sor_match_confidence_mean (-0.242),103,0.1525364402699326,0.2231043372272538,0.0970873786407767,0.096326213592233,2.8278,0.8411262135922329,0.0,0.0,0.0,1.0,0.0388349514563106,0.0,Haryana,BHIWANI MAHENDRAGARH,24,0.0416666666666666,0.7191248328648908,2.397617473094908,66166803.0,60,0.4324604222030693,0.6907509157509157,0.0333333333333333,1.0,22735174.0,0.6907509157509157,1.0,0,cost_deviation_pct_mean,-3.0528016,num_works,-0.39006445,sor_match_confidence_mean,-0.24153167,0.03372870137294134,0.02231874,0.5,0,0.4377845220030349,agree
Dr Sukanta Majumdar ,357,0.015151515151515152,Low,0,"BALURGHAT, West Bengal",BOND CONSTRUCTION,1.0,0,cost_deviation_pct_mean (-2.543); num_works (-0.722); cost_deviation_pct_max (+0.690),33,0.1312008623714786,0.2204754244834162,0.0909090909090909,0.1002666666666666,1.7633,0.8371818181818181,0.4504842598882959,0.7940906398296356,0.6060606060606061,15.0,0.0606060606060606,0.6060606060606061,West Bengal,BALURGHAT,19,0.0526315789473684,0.1088147458827148,1.0805364420553731,26156776.0,9,0.5699135922175138,0.6702389930331107,0.2222222222222222,1.0,9471588.0,0.6702389930331107,1.0,0,cost_deviation_pct_mean,-2.5433524,num_works,-0.72188896,cost_deviation_pct_max,0.690244,0.03362352028489113,0.03326313,0.5,0,0.4377845220030349,agree
Dr Mohammad Jawed,358,0.015151515151515152,Low,0,"KISHANGANJ, Bihar",RANJIT SALES CORPORATION,1.0,0,cost_deviation_pct_mean (-3.503); cost_deviation_pct_max (+0.635); num_works (-0.408),130,0.1710175531190212,0.2112479190507636,0.0153846153846153,0.0605761538461538,1.9423,0.8517153846153847,0.8397145046596853,0.8588474206924438,1.0,183.0,0.023076923076923,1.0,Bihar,KISHANGANJ,21,0.0476190476190476,1.2587414046674803,5.88384751242211,89065400.0,1,0.646328018386842,0.646328018386842,0.0,0.0,136010400.0,0.646328018386842,0.0,0,cost_deviation_pct_mean,-3.5028684,cost_deviation_pct_max,0.6349829,num_works,-0.4082259,0.0333100991944472,0.035395328,0.5,0,0.4377845220030349,agree
