MP Name,feature,shap_value,abs_shap,direction,driver_rank
Gajendra Singh Patel,cost_deviation_pct_mean,-3.4735103,3.4735103,decreases_risk,1
Gajendra Singh Patel,cost_deviation_pct_max,0.61781204,0.61781204,increases_risk,2
Gajendra Singh Patel,num_works,-0.43637866,0.43637866,decreases_risk,3
Ganesan Selvam,cost_deviation_pct_mean,-3.003856,3.003856,decreases_risk,1
Ganesan Selvam,num_works,-0.4365657,0.4365657,decreases_risk,2
Ganesan Selvam,cost_deviation_pct_max,-0.3836268,0.3836268,decreases_risk,3
Ganesh Singh,cost_deviation_pct_mean,-2.1523838,2.1523838,decreases_risk,1
Ganesh Singh,cost_deviation_pct_max,0.6929391,0.6929391,increases_risk,2
Ganesh Singh,duplicate_score_max,-0.36248174,0.36248174,decreases_risk,3
Giridhari Yadav,cost_deviation_pct_mean,-3.2008212,3.2008212,decreases_risk,1
Giridhari Yadav,num_works,-0.43576953,0.43576953,decreases_risk,2
Giridhari Yadav,sor_match_confidence_mean,-0.32549682,0.32549682,decreases_risk,3
Giriraj Singh,cost_deviation_pct_mean,4.4184675,4.4184675,increases_risk,1
Giriraj Singh,num_works,-0.7900211,0.7900211,decreases_risk,2
Giriraj Singh,anomaly_flag_rate,-0.4044037,0.4044037,decreases_risk,3
Gumma Thanuja Rani,cost_deviation_pct_mean,-0.7118595,0.7118595,decreases_risk,1
Gumma Thanuja Rani,num_works,-0.56750745,0.56750745,decreases_risk,2
Gumma Thanuja Rani,cost_deviation_pct_max,-0.4946408,0.4946408,decreases_risk,3
Gyaneshwar Patil,cost_deviation_pct_mean,2.4885256,2.4885256,increases_risk,1
Gyaneshwar Patil,anomaly_score_max,0.38727316,0.38727316,increases_risk,2
Gyaneshwar Patil,duplicate_score_max,-0.1853528,0.1853528,decreases_risk,3
H.D. KUMARASWAMY,cost_deviation_pct_mean,-3.1324122,3.1324122,decreases_risk,1
H.D. KUMARASWAMY,cost_deviation_pct_max,-2.5971408,2.5971408,decreases_risk,2
H.D. KUMARASWAMY,num_works,0.87771183,0.87771183,increases_risk,3
HARENDRA SINGH MALIK,cost_deviation_pct_mean,-3.4654212,3.4654212,decreases_risk,1
HARENDRA SINGH MALIK,cost_deviation_pct_max,0.7343543,0.7343543,increases_risk,2
HARENDRA SINGH MALIK,num_works,-0.72091883,0.72091883,decreases_risk,3
HARIBHAI PATEL,cost_deviation_pct_mean,3.2033331,3.2033331,increases_risk,1
HARIBHAI PATEL,anomaly_score_max,0.35496962,0.35496962,increases_risk,2
HARIBHAI PATEL,collusion_score_mean,-0.33238056,0.33238056,decreases_risk,3
Harsh Malhotra,cost_deviation_pct_mean,4.193674,4.193674,increases_risk,1
Harsh Malhotra,anomaly_flag_rate,-0.41933283,0.41933283,decreases_risk,2
Harsh Malhotra,collusion_score_max,0.28801426,0.28801426,increases_risk,3
Hasmukh Bhai Soma Bhai Patel,cost_deviation_pct_mean,4.4401836,4.4401836,increases_risk,1
Hasmukh Bhai Soma Bhai Patel,num_works,-0.8201968,0.8201968,decreases_risk,2
Hasmukh Bhai Soma Bhai Patel,residual_pct_mean,-0.14205529,0.14205529,decreases_risk,3
IMRAN MASOOD,cost_deviation_pct_mean,4.268474,4.268474,increases_risk,1
IMRAN MASOOD,collusion_score_max,0.27903426,0.27903426,increases_risk,2
IMRAN MASOOD,num_months,-0.21225107,0.21225107,decreases_risk,3
IQRA CHOUDHARY,cost_deviation_pct_mean,1.3678643,1.3678643,increases_risk,1
IQRA CHOUDHARY,cost_deviation_pct_max,0.716884,0.716884,increases_risk,2
IQRA CHOUDHARY,anomaly_score_max,0.43792725,0.43792725,increases_risk,3
ISHA KHAN CHOUDHURY,cost_deviation_pct_mean,-2.2306397,2.2306397,decreases_risk,1
ISHA KHAN CHOUDHURY,cost_deviation_pct_max,0.8216726,0.8216726,increases_risk,2
ISHA KHAN CHOUDHURY,num_works,-0.401768,0.401768,decreases_risk,3
Indra Hang Subba,cost_deviation_pct_mean,-3.3036127,3.3036127,decreases_risk,1
Indra Hang Subba,num_works,-0.58266085,0.58266085,decreases_risk,2
Indra Hang Subba,cost_deviation_pct_max,0.43621647,0.43621647,increases_risk,3
JAGADISH CHANDRA BARMA BASUNIA,cost_deviation_pct_max,-2.4828665,2.4828665,decreases_risk,1
JAGADISH CHANDRA BARMA BASUNIA,cost_deviation_pct_mean,-2.252505,2.252505,decreases_risk,2
JAGADISH CHANDRA BARMA BASUNIA,num_works,0.88070893,0.88070893,increases_risk,3
JAGADISH SHETTAR,cost_deviation_pct_mean,-2.8375793,2.8375793,decreases_risk,1
JAGADISH SHETTAR,cost_deviation_pct_max,-2.7826815,2.7826815,decreases_risk,2
JAGADISH SHETTAR,num_works,0.8669932,0.8669932,increases_risk,3
JAI PARKASH,cost_deviation_pct_mean,3.0271192,3.0271192,increases_risk,1
JAI PARKASH,cost_deviation_pct_max,-0.40433544,0.40433544,decreases_risk,2
JAI PARKASH,num_months,0.1512801,0.1512801,increases_risk,3
JASHUBHAI BHILUBHAI RATHVA,cost_deviation_pct_mean,4.7334557,4.7334557,increases_risk,1
JASHUBHAI BHILUBHAI RATHVA,anomaly_flag_rate,-0.34503865,0.34503865,decreases_risk,2
JASHUBHAI BHILUBHAI RATHVA,duplicate_score_max,-0.22065587,0.22065587,decreases_risk,3
JITAN RAM MANJHI,cost_deviation_pct_mean,-0.66215044,0.66215044,decreases_risk,1
JITAN RAM MANJHI,cost_deviation_pct_max,-0.39666322,0.39666322,decreases_risk,2
JITAN RAM MANJHI,duplicate_score_max,-0.3089161,0.3089161,decreases_risk,3
JITENDRA KUMAR DOHARE,cost_deviation_pct_mean,-2.0715287,2.0715287,decreases_risk,1
JITENDRA KUMAR DOHARE,num_works,-0.27550837,0.27550837,decreases_risk,2
JITENDRA KUMAR DOHARE,sor_match_confidence_mean,-0.24843565,0.24843565,decreases_risk,3
JITIN PRASADA,cost_deviation_pct_mean,2.6039822,2.6039822,increases_risk,1
JITIN PRASADA,num_works,-0.5986955,0.5986955,decreases_risk,2
JITIN PRASADA,cost_deviation_pct_max,0.44485846,0.44485846,increases_risk,3
JOYANTA BASUMATARY,cost_deviation_pct_mean,4.6775675,4.6775675,increases_risk,1
JOYANTA BASUMATARY,num_works,-0.76020163,0.76020163,decreases_risk,2
JOYANTA BASUMATARY,anomaly_score_max,0.47783998,0.47783998,increases_risk,3
JUNE MALIAH,cost_deviation_pct_mean,-3.0564055,3.0564055,decreases_risk,1
JUNE MALIAH,cost_deviation_pct_max,-2.5366378,2.5366378,decreases_risk,2
JUNE MALIAH,num_works,0.9606,0.9606,increases_risk,3
JYOTIRADITYA M. SCINDIA,cost_deviation_pct_mean,-3.6180317,3.6180317,decreases_risk,1
JYOTIRADITYA M. SCINDIA,cost_deviation_pct_max,0.61638814,0.61638814,increases_risk,2
JYOTIRADITYA M. SCINDIA,sor_match_confidence_mean,-0.2837531,0.2837531,decreases_risk,3
Jagannath Sarkar,cost_deviation_pct_max,0.77015686,0.77015686,increases_risk,1
Jagannath Sarkar,cost_deviation_pct_mean,0.189827,0.189827,increases_risk,2
Jagannath Sarkar,anomaly_flag_rate,0.1617885,0.1617885,increases_risk,3
Jagdambika Pal,cost_deviation_pct_mean,-3.0339503,3.0339503,decreases_risk,1
Jagdambika Pal,cost_deviation_pct_max,-2.502199,2.502199,decreases_risk,2
Jagdambika Pal,num_works,0.9400387,0.9400387,increases_risk,3
Jai Prakash,cost_deviation_pct_mean,-3.1613054,3.1613054,decreases_risk,1
Jai Prakash,cost_deviation_pct_max,-2.4475212,2.4475212,decreases_risk,2
Jai Prakash,num_works,0.9349478,0.9349478,increases_risk,3
Janardan Mishra,cost_deviation_pct_mean,-3.0952232,3.0952232,decreases_risk,1
Janardan Mishra,cost_deviation_pct_max,-2.498637,2.498637,decreases_risk,2
Janardan Mishra,num_works,0.9030604,0.9030604,increases_risk,3
Jaswantsinh Sumanbhai Bhabhor,cost_deviation_pct_mean,-3.5903642,3.5903642,decreases_risk,1
Jaswantsinh Sumanbhai Bhabhor,cost_deviation_pct_max,0.6998251,0.6998251,increases_risk,2
Jaswantsinh Sumanbhai Bhabhor,num_works,-0.39698383,0.39698383,decreases_risk,3
Jitendra Singh,cost_deviation_pct_mean,-2.1970513,2.1970513,decreases_risk,1
Jitendra Singh,cost_deviation_pct_max,-0.31281066,0.31281066,decreases_risk,2
Jitendra Singh,collusion_score_max,0.2733873,0.2733873,increases_risk,3
Jyotsna Charandas Mahant ,cost_deviation_pct_mean,-1.9966829,1.9966829,decreases_risk,1
Jyotsna Charandas Mahant ,duplicate_score_max,-0.36356685,0.36356685,decreases_risk,2
Jyotsna Charandas Mahant ,residual_pct_max,-0.25315437,0.25315437,decreases_risk,3
K E PRAKASH,cost_deviation_pct_mean,-2.906354,2.906354,decreases_risk,1
K E PRAKASH,num_works,-0.4332091,0.4332091,decreases_risk,2
K E PRAKASH,anomaly_flag_rate,-0.31370282,0.31370282,decreases_risk,3
K RADHAKRISHNAN,cost_deviation_pct_mean,2.385427,2.385427,increases_risk,1
K RADHAKRISHNAN,num_works,1.1451648,1.1451648,increases_risk,2
K RADHAKRISHNAN,cost_deviation_pct_max,0.6412061,0.6412061,increases_risk,3
K Subbarayan,cost_deviation_pct_mean,4.192221,4.192221,increases_risk,1
K Subbarayan,sor_match_confidence_mean,0.3813365,0.3813365,increases_risk,2
K Subbarayan,cost_deviation_pct_max,0.23483372,0.23483372,increases_risk,3
K. C VENUGOPAL,cost_deviation_pct_mean,4.531915,4.531915,increases_risk,1
K. C VENUGOPAL,num_works,-0.4001547,0.4001547,decreases_risk,2
K. C VENUGOPAL,cost_deviation_pct_max,0.1664499,0.1664499,increases_risk,3
K. RAJASHEKAR BASAVARAJ HITNAL,cost_deviation_pct_mean,-0.5600314,0.5600314,decreases_risk,1
K. RAJASHEKAR BASAVARAJ HITNAL,collusion_score_mean,-0.34395266,0.34395266,decreases_risk,2
K. RAJASHEKAR BASAVARAJ HITNAL,residual_pct_mean,-0.2972043,0.2972043,decreases_risk,3
KADIYAM KAVYA,cost_deviation_pct_mean,-3.6418839,3.6418839,decreases_risk,1
KADIYAM KAVYA,cost_deviation_pct_max,-1.2030947,1.2030947,decreases_risk,2
KADIYAM KAVYA,num_works,-0.28791788,0.28791788,decreases_risk,3
KALI CHARAN MUNDA,cost_deviation_pct_mean,-3.1273565,3.1273565,decreases_risk,1
KALI CHARAN MUNDA,cost_deviation_pct_max,-1.7769201,1.7769201,decreases_risk,2
KALI CHARAN MUNDA,sor_match_confidence_mean,0.59673053,0.59673053,increases_risk,3
KALI CHARAN SINGH,cost_deviation_pct_mean,4.2419496,4.2419496,increases_risk,1
KALI CHARAN SINGH,num_months,-0.17928013,0.17928013,decreases_risk,2
KALI CHARAN SINGH,sor_match_confidence_mean,-0.16303799,0.16303799,decreases_risk,3
KALIPADA SAREN,cost_deviation_pct_mean,-3.431639,3.431639,decreases_risk,1
KALIPADA SAREN,cost_deviation_pct_max,-1.619139,1.619139,decreases_risk,2
KALIPADA SAREN,sor_match_confidence_mean,0.4774116,0.4774116,increases_risk,3
KALYAN VAIJINATHRAO KALE,cost_deviation_pct_mean,-3.1327155,3.1327155,decreases_risk,1
KALYAN VAIJINATHRAO KALE,cost_deviation_pct_max,0.88312995,0.88312995,increases_risk,2
KALYAN VAIJINATHRAO KALE,num_works,-0.7062883,0.7062883,decreases_risk,3
KAMLESH JANGDE,cost_deviation_pct_max,-0.46653533,0.46653533,decreases_risk,1
KAMLESH JANGDE,duplicate_score_max,-0.37420428,0.37420428,decreases_risk,2
KAMLESH JANGDE,num_works,-0.27050054,0.27050054,decreases_risk,3
KANWAR SINGH TANWAR,cost_deviation_pct_mean,-3.5325549,3.5325549,decreases_risk,1
KANWAR SINGH TANWAR,num_works,-0.36183503,0.36183503,decreases_risk,2
KANWAR SINGH TANWAR,sor_match_confidence_mean,-0.32444295,0.32444295,decreases_risk,3
KARAN BHUSHAN SINGH,cost_deviation_pct_mean,-3.4025955,3.4025955,decreases_risk,1
KARAN BHUSHAN SINGH,cost_deviation_pct_max,-1.1096736,1.1096736,decreases_risk,2
KARAN BHUSHAN SINGH,num_works,-0.53017247,0.53017247,decreases_risk,3
KARTICK CHANDRA PAUL,cost_deviation_pct_max,-0.6147788,0.6147788,decreases_risk,1
KARTICK CHANDRA PAUL,cost_deviation_pct_mean,0.60761267,0.60761267,increases_risk,2
KARTICK CHANDRA PAUL,residual_pct_max,-0.3489966,0.3489966,decreases_risk,3
KISHORI LAL,num_works,-0.9386094,0.9386094,decreases_risk,1
KISHORI LAL,cost_deviation_pct_max,0.9340551,0.9340551,increases_risk,2
KISHORI LAL,cost_deviation_pct_mean,-0.43350756,0.43350756,decreases_risk,3
KONDA VISHWESHWAR REDDY,cost_deviation_pct_mean,-2.9409058,2.9409058,decreases_risk,1
KONDA VISHWESHWAR REDDY,num_works,-0.48445684,0.48445684,decreases_risk,2
KONDA VISHWESHWAR REDDY,collusion_score_mean,-0.30826744,0.30826744,decreases_risk,3
KOTA SRINIVAS POOJARY,cost_deviation_pct_mean,3.9511366,3.9511366,increases_risk,1
KOTA SRINIVAS POOJARY,cost_deviation_pct_max,0.44080633,0.44080633,increases_risk,2
KOTA SRINIVAS POOJARY,sor_match_confidence_mean,0.37454894,0.37454894,increases_risk,3
KRISHNA DEVI SHIVSHANKER PATEL,cost_deviation_pct_mean,-2.911017,2.911017,decreases_risk,1
KRISHNA DEVI SHIVSHANKER PATEL,num_works,-0.4160871,0.4160871,decreases_risk,2
KRISHNA DEVI SHIVSHANKER PATEL,sor_match_confidence_mean,-0.2894345,0.2894345,decreases_risk,3
KRITI DEVI DEBBARMAN,cost_deviation_pct_mean,-3.0450222,3.0450222,decreases_risk,1
KRITI DEVI DEBBARMAN,cost_deviation_pct_max,-2.622499,2.622499,decreases_risk,2
KRITI DEVI DEBBARMAN,num_works,0.9123035,0.9123035,increases_risk,3
KULDEEP INDORA,cost_deviation_pct_max,-2.6032286,2.6032286,decreases_risk,1
KULDEEP INDORA,cost_deviation_pct_mean,-2.1027834,2.1027834,decreases_risk,2
KULDEEP INDORA,num_works,0.87346625,0.87346625,increases_risk,3
KUNDURU RAGHUVEER,cost_deviation_pct_mean,3.5538883,3.5538883,increases_risk,1
KUNDURU RAGHUVEER,num_works,1.1507514,1.1507514,increases_risk,2
KUNDURU RAGHUVEER,sor_match_confidence_mean,0.35821593,0.35821593,increases_risk,3
Kakoli Ghosh Dastidar ,cost_deviation_pct_mean,3.0782926,3.0782926,increases_risk,1
Kakoli Ghosh Dastidar ,duplicate_score_max,-0.23646891,0.23646891,decreases_risk,2
Kakoli Ghosh Dastidar ,cost_deviation_pct_max,-0.19850722,0.19850722,decreases_risk,3
Kalanidhi Veeraswamy,cost_deviation_pct_mean,3.0467403,3.0467403,increases_risk,1
Kalanidhi Veeraswamy,num_months,-0.23462366,0.23462366,decreases_risk,2
Kalanidhi Veeraswamy,cost_deviation_pct_max,-0.19383594,0.19383594,decreases_risk,3
Kalyan Banerjee,cost_deviation_pct_mean,-0.63549215,0.63549215,decreases_risk,1
Kalyan Banerjee,cost_deviation_pct_max,-0.4460588,0.4460588,decreases_risk,2
Kalyan Banerjee,residual_pct_mean,-0.2982336,0.2982336,decreases_risk,3
Kamaljeet Sehrawat,cost_deviation_pct_mean,-0.95933473,0.95933473,decreases_risk,1
Kamaljeet Sehrawat,num_works,-0.62291515,0.62291515,decreases_risk,2
Kamaljeet Sehrawat,cost_deviation_pct_max,-0.3808938,0.3808938,decreases_risk,3
Kangana Ranaut,cost_deviation_pct_mean,-3.6751175,3.6751175,decreases_risk,1
Kangana Ranaut,num_works,-0.41859266,0.41859266,decreases_risk,2
Kangana Ranaut,cost_deviation_pct_max,0.40241104,0.40241104,increases_risk,3
Kani K Navas,cost_deviation_pct_mean,2.0362728,2.0362728,increases_risk,1
Kani K Navas,anomaly_flag_rate,-0.5239177,0.5239177,decreases_risk,2
Kani K Navas,cost_deviation_pct_max,-0.36099738,0.36099738,decreases_risk,3
Kanimozhi Karunanidhi,cost_deviation_pct_mean,-3.2565496,3.2565496,decreases_risk,1
Kanimozhi Karunanidhi,cost_deviation_pct_max,-2.4875772,2.4875772,decreases_risk,2
Kanimozhi Karunanidhi,num_works,0.9745495,0.9745495,increases_risk,3
Kaushalendra Kumar,cost_deviation_pct_mean,-2.7657585,2.7657585,decreases_risk,1
Kaushalendra Kumar,num_works,-0.4401572,0.4401572,decreases_risk,2
Kaushalendra Kumar,sor_match_confidence_mean,-0.34172857,0.34172857,decreases_risk,3
Khagen Murmu,cost_deviation_pct_mean,1.5389622,1.5389622,increases_risk,1
Khagen Murmu,num_works,1.1227918,1.1227918,increases_risk,2
Khagen Murmu,cost_deviation_pct_max,0.8104698,0.8104698,increases_risk,3
Khalilur Rahaman ,cost_deviation_pct_mean,-2.5131342,2.5131342,decreases_risk,1
Khalilur Rahaman ,cost_deviation_pct_max,0.73429394,0.73429394,increases_risk,2
Khalilur Rahaman ,num_works,-0.6495135,0.6495135,decreases_risk,3
Kinjarapu Ram Mohan Naidu,cost_deviation_pct_mean,-3.5844407,3.5844407,decreases_risk,1
Kinjarapu Ram Mohan Naidu,cost_deviation_pct_max,0.78179646,0.78179646,increases_risk,2
Kinjarapu Ram Mohan Naidu,num_works,-0.39717007,0.39717007,decreases_risk,3
Kiren Rijiju,cost_deviation_pct_mean,-2.844809,2.844809,decreases_risk,1
Kiren Rijiju,num_works,-0.42559984,0.42559984,decreases_risk,2
Kiren Rijiju,anomaly_score_max,0.2752297,0.2752297,increases_risk,3
Kirti Vardhan Singh,cost_deviation_pct_mean,4.619128,4.619128,increases_risk,1
Kirti Vardhan Singh,num_works,-0.5323778,0.5323778,decreases_risk,2
Kirti Vardhan Singh,residual_pct_max,-0.19792639,0.19792639,decreases_risk,3
Krishan Pal Gurjar,cost_deviation_pct_mean,-3.0561721,3.0561721,decreases_risk,1
Krishan Pal Gurjar,cost_deviation_pct_max,-2.530615,2.530615,decreases_risk,2
Krishan Pal Gurjar,num_works,0.9761203,0.9761203,increases_risk,3
Krishna Prasad Tenneti,num_works,2.0951502,2.0951502,increases_risk,1
Krishna Prasad Tenneti,cost_deviation_pct_mean,-1.7360203,1.7360203,decreases_risk,2
Krishna Prasad Tenneti,cost_deviation_pct_max,1.251426,1.251426,increases_risk,3
LALJI VERMA,cost_deviation_pct_mean,-3.7312722,3.7312722,decreases_risk,1
LALJI VERMA,cost_deviation_pct_max,0.57343906,0.57343906,increases_risk,2
LALJI VERMA,num_works,-0.38061836,0.38061836,decreases_risk,3
LAXMIKANT PAPPU NISHAD,cost_deviation_pct_mean,-2.834041,2.834041,decreases_risk,1
LAXMIKANT PAPPU NISHAD,cost_deviation_pct_max,-2.8232508,2.8232508,decreases_risk,2
LAXMIKANT PAPPU NISHAD,num_works,0.8599243,0.8599243,increases_risk,3
LOVELY ANAND,cost_deviation_pct_mean,-3.2425342,3.2425342,decreases_risk,1
LOVELY ANAND,cost_deviation_pct_max,-1.6213818,1.6213818,decreases_risk,2
LOVELY ANAND,num_works,-0.2687851,0.2687851,decreases_risk,3
LUMBARAM,cost_deviation_pct_mean,-0.28720438,0.28720438,decreases_risk,1
LUMBARAM,collusion_score_max,0.23619974,0.23619974,increases_risk,2
LUMBARAM,residual_pct_max,-0.21782264,0.21782264,decreases_risk,3
Lavu Sri Krishna Devarayalu,cost_deviation_pct_mean,-3.195164,3.195164,decreases_risk,1
Lavu Sri Krishna Devarayalu,cost_deviation_pct_max,-2.5446603,2.5446603,decreases_risk,2
Lavu Sri Krishna Devarayalu,num_works,0.89134955,0.89134955,increases_risk,3
M. MALLESH BABU,cost_deviation_pct_mean,-3.020467,3.020467,decreases_risk,1
M. MALLESH BABU,cost_deviation_pct_max,-2.7096186,2.7096186,decreases_risk,2
M. MALLESH BABU,num_works,0.85426635,0.85426635,increases_risk,3
M.K. VISHNUPRASAD,cost_deviation_pct_mean,-3.0268,3.0268,decreases_risk,1
M.K. VISHNUPRASAD,anomaly_score_max,0.4025844,0.4025844,increases_risk,2
M.K. VISHNUPRASAD,num_works,-0.38378045,0.38378045,decreases_risk,3
MADHAVANENI RAGHUNANDAN RAO,cost_deviation_pct_mean,1.4736142,1.4736142,increases_risk,1
MADHAVANENI RAGHUNANDAN RAO,sor_match_confidence_mean,0.42412388,0.42412388,increases_risk,2
MADHAVANENI RAGHUNANDAN RAO,collusion_score_max,-0.1744123,0.1744123,decreases_risk,3
MAHESH KASHYAP,cost_deviation_pct_mean,-1.8362122,1.8362122,decreases_risk,1
MAHESH KASHYAP,sor_match_confidence_mean,0.66667014,0.66667014,increases_risk,2
MAHESH KASHYAP,cost_deviation_pct_max,0.62933743,0.62933743,increases_risk,3
MAHIMA KUMARI MEWAR,cost_deviation_pct_mean,-3.2340777,3.2340777,decreases_risk,1
MAHIMA KUMARI MEWAR,cost_deviation_pct_max,-1.3999012,1.3999012,decreases_risk,2
MAHIMA KUMARI MEWAR,num_works,-0.30726793,0.30726793,decreases_risk,3
MALAIYARASAN D,cost_deviation_pct_mean,3.0882385,3.0882385,increases_risk,1
MALAIYARASAN D,anomaly_flag_rate,-0.4539643,0.4539643,decreases_risk,2
MALAIYARASAN D,collusion_score_max,0.2795231,0.2795231,increases_risk,3
MALVIKA DEVI,cost_deviation_pct_mean,-3.534262,3.534262,decreases_risk,1
MALVIKA DEVI,cost_deviation_pct_max,0.6048279,0.6048279,increases_risk,2
MALVIKA DEVI,num_works,-0.42744172,0.42744172,decreases_risk,3
MALVINDER SINGH KANG,cost_deviation_pct_mean,-3.5188355,3.5188355,decreases_risk,1
MALVINDER SINGH KANG,num_works,-0.40426776,0.40426776,decreases_risk,2
MALVINDER SINGH KANG,collusion_score_max,0.26433784,0.26433784,increases_risk,3
MANI. A.,cost_deviation_pct_mean,-2.6960986,2.6960986,decreases_risk,1
MANI. A.,num_works,-0.3901845,0.3901845,decreases_risk,2
MANI. A.,anomaly_flag_rate,-0.33429232,0.33429232,decreases_risk,3
MANISH TEWARI,cost_deviation_pct_mean,2.6404579,2.6404579,increases_risk,1
MANISH TEWARI,num_works,-0.64198875,0.64198875,decreases_risk,2
MANISH TEWARI,collusion_score_mean,-0.29685834,0.29685834,decreases_risk,3
MANJU SHARMA,cost_deviation_pct_mean,-3.2863503,3.2863503,decreases_risk,1
MANJU SHARMA,cost_deviation_pct_max,-2.5138407,2.5138407,decreases_risk,2
MANJU SHARMA,num_works,0.97796035,0.97796035,increases_risk,3
MANNA LAL RAWAT,cost_deviation_pct_max,0.837396,0.837396,increases_risk,1
MANNA LAL RAWAT,num_works,-0.6497099,0.6497099,decreases_risk,2
MANNA LAL RAWAT,cost_deviation_pct_mean,-0.3963322,0.3963322,decreases_risk,3
MANOHAR LAL,cost_deviation_pct_mean,-2.868754,2.868754,decreases_risk,1
MANOHAR LAL,cost_deviation_pct_max,-2.7753477,2.7753477,decreases_risk,2
MANOHAR LAL,num_works,0.8788031,0.8788031,increases_risk,3
MANOJ KUMAR,cost_deviation_pct_mean,-2.0055451,2.0055451,decreases_risk,1
MANOJ KUMAR,sor_match_confidence_mean,-0.2953329,0.2953329,decreases_risk,2
MANOJ KUMAR,num_works,-0.19961162,0.19961162,decreases_risk,3
MANOJ TIGGA,cost_deviation_pct_mean,-2.9139736,2.9139736,decreases_risk,1
MANOJ TIGGA,cost_deviation_pct_max,-2.5719051,2.5719051,decreases_risk,2
MANOJ TIGGA,num_works,0.93956983,0.93956983,increases_risk,3
MIAN ALTAF AHMAD,num_works,2.117576,2.117576,increases_risk,1
MIAN ALTAF AHMAD,cost_deviation_pct_mean,-1.7141604,1.7141604,decreases_risk,2
MIAN ALTAF AHMAD,cost_deviation_pct_max,1.2576858,1.2576858,increases_risk,3
MOHIBBULLAH,cost_deviation_pct_mean,2.3385324,2.3385324,increases_risk,1
MOHIBBULLAH,collusion_score_max,0.28609934,0.28609934,increases_risk,2
MOHIBBULLAH,duplicate_score_max,-0.2589773,0.2589773,decreases_risk,3
MOHITE PATIL DHAIRYASHEEL RAJSINH,cost_deviation_pct_mean,1.1365335,1.1365335,increases_risk,1
MOHITE PATIL DHAIRYASHEEL RAJSINH,cost_deviation_pct_max,0.5974785,0.5974785,increases_risk,2
MOHITE PATIL DHAIRYASHEEL RAJSINH,anomaly_flag_rate,0.3174675,0.3174675,increases_risk,3
MUHAMMED HAMDULLAH SAYEED,cost_deviation_pct_mean,-2.9307714,2.9307714,decreases_risk,1
MUHAMMED HAMDULLAH SAYEED,cost_deviation_pct_max,-2.7964463,2.7964463,decreases_risk,2
MUHAMMED HAMDULLAH SAYEED,num_works,0.85628986,0.85628986,increases_risk,3
MUKESHKUMAR CHANDRAKAANT DALAL,cost_deviation_pct_mean,-3.3226392,3.3226392,decreases_risk,1
MUKESHKUMAR CHANDRAKAANT DALAL,num_works,-0.4376021,0.4376021,decreases_risk,2
MUKESHKUMAR CHANDRAKAANT DALAL,sor_match_confidence_mean,-0.2638186,0.2638186,decreases_risk,3
MURARI LAL MEENA,cost_deviation_pct_mean,2.170205,2.170205,increases_risk,1
MURARI LAL MEENA,num_works,-0.89896107,0.89896107,decreases_risk,2
MURARI LAL MEENA,cost_deviation_pct_max,0.40064636,0.40064636,increases_risk,3
MURASOLI S,cost_deviation_pct_mean,-3.0174072,3.0174072,decreases_risk,1
MURASOLI S,sor_match_confidence_mean,-0.25388592,0.25388592,decreases_risk,2
MURASOLI S,num_works,-0.18733653,0.18733653,decreases_risk,3
MURLIDHAR MOHOL,cost_deviation_pct_mean,3.6216154,3.6216154,increases_risk,1
MURLIDHAR MOHOL,num_works,1.2352132,1.2352132,increases_risk,2
MURLIDHAR MOHOL,sor_match_confidence_mean,0.40714544,0.40714544,increases_risk,3
Maddila Gurumoorthy,cost_deviation_pct_mean,4.315715,4.315715,increases_risk,1
Maddila Gurumoorthy,cost_deviation_pct_max,-0.36000586,0.36000586,decreases_risk,2
Maddila Gurumoorthy,anomaly_score_max,0.34397325,0.34397325,increases_risk,3
Magunta Sreenivasulu Reddy,cost_deviation_pct_mean,-3.030388,3.030388,decreases_risk,1
Magunta Sreenivasulu Reddy,cost_deviation_pct_max,-2.5649068,2.5649068,decreases_risk,2
Magunta Sreenivasulu Reddy,num_works,0.9063315,0.9063315,increases_risk,3
Mahendra Singh Solanky,cost_deviation_pct_mean,1.6969317,1.6969317,increases_risk,1
Mahendra Singh Solanky,num_works,1.1816344,1.1816344,increases_risk,2
Mahendra Singh Solanky,cost_deviation_pct_max,0.73665565,0.73665565,increases_risk,3
Mahesh Sharma,cost_deviation_pct_mean,-3.6657248,3.6657248,decreases_risk,1
Mahesh Sharma,cost_deviation_pct_max,0.48537552,0.48537552,increases_risk,2
Mahesh Sharma,num_works,-0.40100273,0.40100273,decreases_risk,3
Mala Rajya Laxmi Shah ,cost_deviation_pct_mean,2.423602,2.423602,increases_risk,1
Mala Rajya Laxmi Shah ,cost_deviation_pct_max,-0.19142498,0.19142498,decreases_risk,2
Mala Rajya Laxmi Shah ,collusion_score_max,-0.13006353,0.13006353,decreases_risk,3
Mala Roy ,cost_deviation_pct_mean,-3.5751095,3.5751095,decreases_risk,1
Mala Roy ,cost_deviation_pct_max,-1.3614569,1.3614569,decreases_risk,2
Mala Roy ,num_works,-0.44106808,0.44106808,decreases_risk,3
Manickam Tagore B,cost_deviation_pct_mean,-3.4361584,3.4361584,decreases_risk,1
Manickam Tagore B,cost_deviation_pct_max,0.4627012,0.4627012,increases_risk,2
Manickam Tagore B,num_works,-0.41700402,0.41700402,decreases_risk,3
Manoj Tiwari,cost_deviation_pct_max,-2.905054,2.905054,decreases_risk,1
Manoj Tiwari,cost_deviation_pct_mean,-2.8349288,2.8349288,decreases_risk,2
