MP Name,Top_Vendor,Vendor_Dominance_Pct,Is_Monopoly_Flag,Vendor_Is_Shell,Vendor_Is_Blacklisted,In_Cartel_Cluster,Collusion_Risk_Score,Trend_Anomaly_Score,Fund_Dump_Anomaly,Constituency,Isolation_Forest_Anomaly,Is_Ghost_Work,True_Fraud_Label,Final_Risk_Probability,Composite_Risk_Score,Primary_Risk_Driver
Ms Mahua Moitra,PANKAJ SARKAR,21.55,False,False,False,False,0.0,0,False,KRISHNANAGAR,0.0,0.0,0,0.0048430096,0.48,None
Ms. Dola Sen (2023-29),KHIVRAJ MOTORS,47.54,False,False,False,False,0.0,1,True,Sitting Rajya Sabha,0.0,1818.0,1,0.9972486,99.72,Is_Ghost_Work
Mukesh Rajput,Nightingale Networks LLP,81.58,True,False,False,False,1.0,0,False,FARRUKHABAD,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
NABA CHARAN MAJHI,SANSKRUTI ASSOCIATES PVT LTD,17.16,False,False,False,False,0.0,0,False,MAYURBHANJ,0.0,0.0,0,0.0048430096,0.48,None
NALIN SOREN,SANDIP KUMAR BHAGAT,16.87,False,False,False,False,0.0,0,False,DUMKA,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
NARAYAN DAS AHIRWAR,shyam swaroop manufacturere,65.35,False,False,False,False,0.0,0,False,JALAUN,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
NARAYAN TATU RANE,Manoj Madhukar Waingankar,13.18,False,False,False,False,0.0,0,False,RATNAGIRI-SINDHUDURG,0.0,0.0,0,0.0048430096,0.48,None
NARESH CHANDRA UTTAM PATEL,MS YASH CONTRACTOR AND SUPPLIERS,25.58,False,False,False,False,0.0,0,False,FATEHPUR,0.0,0.0,0,0.0048430096,0.48,None
NAVEEN JINDAL,THE KAUSHIK CO OP L AND C SOCITY PABNAWA,4.59,False,False,False,False,0.0,0,False,KURUKSHETRA,0.0,0.0,0,0.0048430096,0.48,None
NEERAJ MAURYA,SHRI GURU KRIPA NARSINGH ASSOCIATES,60.61,False,False,False,False,0.0,0,False,AONLA,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
NILESH DNYANDEV LANKE,SUNIL DATTATRAY KUDALE,20.06,False,False,False,False,0.0,0,False,AHMEDNAGAR,0.0,0.0,0,0.0048430096,0.48,None
NIMUBEN JAYANTIBHAI BAMBHANIYA,SARVOTTAM APPLIANCES PRIVATE LIMITED,38.97,False,False,False,False,0.0,0,False,BHAVNAGAR,0.0,0.0,0,0.0048430096,0.48,None
Nishikant Dubey,PRAKHAND SHIKSHA PRASAR PADADHIKARI,100.0,True,False,False,False,1.0,0,False,GODDA,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Nitin Jairam Gadkari,Spectrum Services,27.14,False,False,False,False,0.0,0,False,NAGPUR,0.0,0.0,0,0.0048430096,0.48,None
Nityanand Rai,DARVESHWAR NATH CONSTRUCTION,59.36,False,False,False,False,0.0,0,False,UJJARPUR,0.0,0.0,0,0.0048430096,0.48,None
Om Birla,MUNDRA AUTOMOBILES PRIVATE LIMITED,12.14,False,False,False,False,0.0,0,False,KOTA,0.0,0.0,0,0.0048430096,0.48,None
Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Chairman Shramjivi Majoor Sahakari Sanstha Tuljapur,6.75,False,False,False,False,0.0,0,False,OSMANABAD,0.0,0.0,0,0.0048430096,0.48,None
P C Mohan,M CUBE INFRATECH PRIVATE LIMITED,48.85,False,False,False,False,0.0,0,False,BANGALORE CENTRAL,0.0,0.0,0,0.0048430096,0.48,None
PARIMAL SUKLABAIDYA,MS North East Information Technology,17.45,False,False,False,False,0.0,0,False,SILCHAR,0.0,0.0,0,0.0048430096,0.48,None
PARSHOTTAMBHAI RUPALA,Sanathali Gram Panchayat,4.09,False,False,False,False,0.0,0,False,RAJKOT,0.0,0.0,0,0.0048430096,0.48,None
PARTHA BHOWMICK,0,0.0,0,0,0,0,0.0,0,False,BARRACKPUR,0.0,0.0,0,0.0048430096,0.48,None
PATHAN YUSUF,CIMECON ENTERPRISES,39.12,False,False,False,False,0.0,0,False,BAHARAMPUR,0.0,0.0,0,0.0048430096,0.48,None
PHANI BHUSAN CHOUDHURY,Construction of LT line for providing power supply to street lights,5.61,False,False,False,False,0.0,0,False,BARPETA,0.0,0.0,0,0.0048430096,0.48,None
PRABHAKAR REDDY VEMIREDDY,SRIHARI RAO AMARANENI,4.07,False,False,False,False,0.0,0,False,NELLORE,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
PRADEEP PUROHIT,BISHOK PATEL,9.22,False,False,False,False,0.0,0,False,BARGARH,0.0,0.0,0,0.0048430096,0.48,None
PRANITI SUSHILKUMAR SHINDE,MILAN SAHAKARI MAJUR SANSTHA MARYADIT SOLAPUR,23.62,False,False,False,False,0.0,0,False,SOLAPUR,0.0,0.0,0,0.0048430096,0.48,None
PRAVEEN PATEL,Sunny Enterprises,65.21,False,False,False,False,0.0,0,False,PHULPUR,0.0,0.0,0,0.0048430096,0.48,None
PRIYA SAROJ,BHAGWATI CHAND,50.55,False,False,False,False,0.0,0,False,MACHHLISHAHR,0.0,5.0,1,0.9970304,99.7,Is_Ghost_Work
PRIYANKA SATISH JARKIHOLI,FORCE MOTORS LIMITED,28.56,False,False,False,False,0.0,0,False,CHIKKODI,0.0,0.0,0,0.0048430096,0.48,None
PUSHPENDRA SAROJ,MS GYANCHAND,21.31,False,False,False,False,0.0,0,False,KAUSHAMBI,0.0,3.0,1,0.9970304,99.7,Is_Ghost_Work
Pankaj Chowdhary,MS RAMESH CHANDRA PATEL,94.41,True,False,False,False,1.0,0,False,MAHARAJGANJ,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Parvatagouda Chandanagouda Gaddigoudar,Chairman Nirmithi Kendra Bagalkot,9.11,False,False,False,False,0.0,0,False,BAGALKOT,0.0,0.0,0,0.0048430096,0.48,None
Piyush Vedprakash Goyal,ANIKET ANIL SHINDE,9.63,False,False,False,False,0.0,1,True,MUMBAI NORTH,0.0,0.0,1,0.95083,95.08,Trend_Anomaly_Score
Prabhubhai Nagarbhai Vasava,HD ENTERPRISE,21.27,False,False,False,False,0.0,0,False,BARDOLI,0.0,0.0,0,0.0048430096,0.48,None
Pradan Baruah,UJJAL SAIKIA,17.17,False,False,False,False,0.0,0,False,LAKHIMPUR,0.0,0.0,0,0.0048430096,0.48,None
Pradeep Kumar Singh,SIGMA ENTERPRISES,70.92,True,False,False,False,1.0,0,False,ARARIA,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Pradyut Bordoloi,PRITOM TRIBEDI,13.01,False,False,False,False,0.0,0,False,NOWGONG,0.0,0.0,0,0.0048430096,0.48,None
Pralhad Venkatesh Joshi,Manjunath Mallappa Kittur,7.62,False,False,False,False,0.0,0,False,DHARWAD,0.0,0.0,0,0.0048430096,0.48,None
Prasun Banerjee,PRAYAS,20.56,False,False,False,False,0.0,0,False,HOWRAH,0.0,0.0,0,0.0048430096,0.48,None
Pratap Chandra Sarangi,Ms Durga Traders,40.59,False,False,False,False,0.0,0,False,BALASORE,0.0,0.0,0,0.0048430096,0.48,None
Prataprao Jadhav,SHARMA CONSTRUCTION,100.0,True,False,False,False,1.0,0,False,BULDHANA,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Pratima Mondal ,SHADOW_CORP_MONOPOLY,90.31,True,True,False,True,5.0,0,False,JOYNAGAR,0.0,2.0,1,0.9967546,99.68,Is_Ghost_Work
Praveen Khandelwal,Greenz,22.9,False,False,False,False,0.0,0,False,CHANDINI CHOWK,0.0,0.0,0,0.0048430096,0.48,None
Priyanka Gandhi Vadra,SML ISUZU LTD,35.64,False,False,False,False,0.0,0,False,WAYANAD,0.0,0.0,0,0.0048430096,0.48,None
Prof SP Singh Baghel,SAI ENTERPRISES,64.35,False,False,False,False,0.0,0,False,AGRA,0.0,0.0,0,0.0048430096,0.48,None
Prof Sougata Ray,APRJ Constructions Private Limited,35.6,False,False,False,False,0.0,0,False,DUM DUM,0.0,0.0,0,0.0048430096,0.48,None
Prof. Manoj Kumar Jha (2024-30),GRAND TRADING COMPANY,46.36,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Prof. Ram Gopal Yadav (2020-26),Pradeep Kumar,29.33,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Putta Mahesh Kumar,I MAX SCIENCE HOUSE,43.21,False,False,False,False,0.0,0,False,ELURU,0.0,6.0,1,0.9970304,99.7,Is_Ghost_Work
R.K. CHAUDHARY,SHREE HARIOM INFOTECH,89.57,True,False,False,False,1.0,0,False,MOHANLALGANJ,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
RABINDRA NARAYAN BEHERA,GITASHREE BEHERA,8.75,False,False,False,False,0.0,0,False,JAJPUR,0.0,0.0,0,0.0048430096,0.48,None
RACHNA BANERJEE,MAA KALI BUILDERS,21.84,False,False,False,False,0.0,0,False,HOOGHLY,0.0,3.0,1,0.9970304,99.7,Is_Ghost_Work
RADHAKRISHNA,KRIDL BHUSIRI ACCOUNT WORKS,69.13,False,False,False,False,0.0,0,False,GULBARGA,0.0,0.0,0,0.0048430096,0.48,None
RADHE SHYAM RATHIYA,TRILOCHAN RAM YADAV,4.57,False,False,False,False,0.0,0,False,RAIGARH,0.0,7.0,1,0.9970304,99.7,Is_Ghost_Work
RAHUL GANDHI,AADI AND RUDRANSH CONSTRUCTION COMPANY,23.69,False,False,False,False,0.0,0,False,RAE BARELI,0.0,0.0,0,0.0048430096,0.48,None
RAHUL SINGH LODHI,MP STATE AGRO INDUSTRIES DEVELOPMENT CORPORATION LTD DAMOH,29.38,False,False,False,False,0.0,0,False,DAMOH,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
RAJ BHUSHAN CHOUDHARY,SAHAYAK ABHIYANTA KUDHANI VIDHANSABHA KSHETRA,20.37,False,False,False,False,0.0,0,False,MUZAFFARPUR,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
RAJ KUMAR ROAT,Paramount construction PWD,4.35,False,False,False,False,0.0,0,False,BANSWARA,0.0,0.0,0,0.0048430096,0.48,None
RAJA RAM SINGH,BIDHANSABHA KSHETRA OBRA SAHAYAK ABHIYANTA,20.38,False,False,False,False,0.0,0,False,KARAKAT,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
RAJABHAU,PEDKAI ELECTRICALS,8.4,False,False,False,False,0.0,0,False,NASHIK,0.0,0.0,0,0.0048430096,0.48,None
RAJEEV BHARDWAJ,Project Officer Himurja Kangra at Dharamshala,6.91,False,False,False,False,0.0,0,False,KANGRA,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
RAJEEV RAI,BIHARI JI MAHADEV ASSOCIATES,21.72,False,False,False,False,0.0,0,False,GHOSI,0.0,0.0,0,0.0048430096,0.48,None
RAJESH RANJAN ALIAS PAPPU YADAV,R K Construction,50.33,False,False,False,False,0.0,1,True,PURNEA,0.0,0.0,1,0.95083,95.08,Trend_Anomaly_Score
RAJESH VERMA,ASSISTANT ENGINEER KHAGARIA,15.87,False,False,False,False,0.0,0,False,KHAGARIA,0.0,4.0,1,0.9970304,99.7,Is_Ghost_Work
RAJPALSINH MAHENDRASINH JADAV,RAJ TRADING,3.01,False,False,False,False,0.0,0,False,PANCHMAHAL,0.0,0.0,0,0.0048430096,0.48,None
RAKESH RATHOR,Ravi Electronics,20.15,False,False,False,False,0.0,0,False,SITAPUR,0.0,0.0,0,0.0048430096,0.48,None
RAKIBUL HUSSAIN,Bimal Auto Agency,9.21,False,False,False,False,0.0,0,False,DHUBRI,0.0,0.0,0,0.0048430096,0.48,None
RAM PRASAD CHAUDHARY,JAI CONSTRUCTION,80.82,True,False,False,False,1.0,0,False,BASTI,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
RAMASAHAYAM RAGHURAM REDDY,ANUDEEP REDDY YARRAPU,13.27,False,False,False,False,0.0,0,False,KHAMMAM,0.0,0.0,0,0.0048430096,0.48,None
RAMASHANKAR RAJBHAR,GAURI ENTER PRISES,17.8,False,False,False,False,0.0,0,False,SALEMPUR,0.0,0.0,0,0.0048430096,0.48,None
RAMBHUAL NISHAD,Ajay Kumar Singh,22.68,False,False,False,False,0.0,0,False,SULTANPUR,0.0,0.0,0,0.0048430096,0.48,None
RAMESH AWASTHI,VISHWANATH ENTERPRISES,36.54,False,False,False,False,0.0,1,True,KANPUR,0.0,0.0,1,0.95083,95.08,Trend_Anomaly_Score
RANJIT DUTTA,R ENTERPRISE,23.76,False,False,False,False,0.0,0,False,Sonitpur,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
RAVINDRA DATTARAM WAIKAR,Krishna Construction Co,14.79,False,False,False,False,0.0,1,True,MUMBAI NORTH WEST,0.0,0.0,1,0.95083,95.08,Trend_Anomaly_Score
RICHARD VANLALHMANGAIHA,VC PHULDUNGSEI ZAMPUI,2.84,False,False,False,False,0.0,0,False,MIZORAM,0.0,0.0,0,0.0048430096,0.48,None
ROBERT BRUCE C,SAI IT SYSTEMS,15.81,False,False,False,False,0.0,0,False,TIRUNELVELI,0.0,0.0,0,0.0048430096,0.48,None
ROOP KUMARI CHOUDHARY,Exicutive Engineer PWD EM Division Nava Raipur,2.78,False,False,False,False,0.0,4,True,MAHASAMUND,0.0,3.0,1,0.9972486,99.72,Is_Ghost_Work
RUCHI VIRA,NATIONAL INFRATECH,92.43,True,False,False,False,1.0,0,False,MORADABAD,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
RUDRA NARAYAN PANY,Jyotsnarani Pradhan,24.65,False,False,False,False,0.0,0,False,DHENKANAL,0.0,0.0,0,0.0048430096,0.48,None
Radha Mohan Singh,SHANTI DEVI,18.92,False,False,False,False,0.0,0,False,PURVI CHAMPARAN,0.0,0.0,0,0.0048430096,0.48,None
Rahul Kaswan,SHAHIR TRADING AND CONSTRUCTION COMPANY,4.99,False,False,False,False,0.0,0,False,CHURU,0.0,0.0,0,0.0048430096,0.48,None
Rajeshbhai Naranbhai Chudasama,PRUTHVI BUILDERS,2.59,False,False,False,False,0.0,0,False,JUNAGADH,0.0,0.0,0,0.0048430096,0.48,None
Rajkumar Chahar ,SHOURYA ENTERPRISES,27.39,False,False,False,False,0.0,0,False,FATEHPUR SIKRI,0.0,0.0,0,0.0048430096,0.48,None
Rajnath Singh,DEVKI ENTERPRISES,22.55,False,False,False,False,0.0,0,False,LUCKNOW,0.0,0.0,0,0.0048430096,0.48,None
Raju Bista,Soumita Enterprise,12.22,False,False,False,False,0.0,0,False,DARJEELING,0.0,0.0,0,0.0048430096,0.48,None
Ram Shiromani,NAVEEN ENTERPRISES,79.07,True,False,False,False,1.0,0,False,SHRAWASTI,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Ramesh Chandappa Jigajinagi,SUNIL SABAVVA SANDRIMANI,9.69,False,False,False,False,0.0,0,False,BIJAPUR,0.0,0.0,0,0.0048430096,0.48,None
Ramprit Mandal,VIGYAN UPKARAN KENDRA,26.9,False,False,False,False,0.0,0,False,JHANJHARPUR,0.0,0.0,0,0.0048430096,0.48,None
Ramvir Singh Bidhuri,Greenz,25.14,False,False,False,False,0.0,0,False,SOUTH DELHI,0.0,0.0,0,0.0048430096,0.48,None
Rao Inderjit Singh,The Shirdi Sai Cooperative multipurpose society,9.27,False,False,False,False,0.0,0,False,GURGAON,0.0,0.0,0,0.0048430096,0.48,None
Rao Rajendra Singh,MS Smart Tech,16.49,False,False,False,False,0.0,0,False,JAIPUR RURAL,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
Ravi Shankar Prasad,ASSISTANT ENGINEER DIGHA,45.95,False,False,False,False,0.0,0,False,PATNA SAHIB,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
Ravindra Shyamnarayan Alias Ravi Kishan Shukla,KILDEEP MISHRA KRISHI SEWA KENDRA,81.15,True,False,False,False,1.0,0,False,GORAKHPUR,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Ravindra Vasantrao Chavan,City Light Electrical And Multi Services,12.84,False,False,False,False,0.0,0,False,NANDED,0.0,0.0,0,0.0048430096,0.48,None
Rodmal Nagar ,MP Agro Biaora,51.2,False,False,False,False,0.0,0,False,RAJGARH,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
S SUPONGMEREN JAMIR,Imlichuba,13.68,False,False,False,False,0.0,0,False,NAGALAND,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
S Venkatesan,N K MARI,10.5,False,False,False,False,0.0,0,False,MADURAI,0.0,0.0,0,0.0048430096,0.48,None
S. Jagathrakshakan,AVN CONSTRUCTIONS,5.93,False,False,False,False,0.0,0,False,ARAKKONAM,0.0,0.0,0,0.0048430096,0.48,None
SACHITHANANTHAM R,Sri Ganapathi Constructions,9.84,False,False,False,False,0.0,0,False,DINDIGUL,0.0,0.0,0,0.0048430096,0.48,None
SAGAR ESHWAR KHANDRE,PRAKASH,12.16,False,False,False,False,0.0,0,False,BIDAR,0.0,0.0,0,0.0048430096,0.48,None
SALENG A SANGMA,Aiok M Sangma,26.87,False,False,False,False,0.0,0,False,TURA,0.0,3.0,1,0.9970304,99.7,Is_Ghost_Work
SAMBIT PATRA,ODISHA DISTRIBUTING AUTHORITY,27.42,False,False,False,False,0.0,0,False,PURI,0.0,43.0,1,0.9970304,99.7,Is_Ghost_Work
SANATAN PANDEY,ARVIND KUMAR PANDEY,71.79,True,False,False,False,1.0,0,False,BALLIA,0.0,1.0,1,0.9967546,99.68,Is_Ghost_Work
SANJAY DINA PATIL,anurag urban tecinfra pvt ltd,73.81,True,False,False,False,1.0,0,False,MUMBAI NORTH EAST,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
SANJNA JATAV,SHARMA CONTRACTOR,23.31,False,False,False,False,0.0,0,False,BHARATPUR,0.0,0.0,0,0.0048430096,0.48,None
SARABJEET SINGH KHALSA,GILL TRADING COMPANY,20.62,False,False,False,False,0.0,0,False,FARIDKOT,0.0,23.0,1,0.9970304,99.7,Is_Ghost_Work
SATPAL BRAHAMCHARI,Mor Traders,7.67,False,False,False,False,0.0,0,False,SONEPAT,0.0,0.0,0,0.0048430096,0.48,None
SAVITRI THAKUR,SHADOW_CORP_MONOPOLY,91.24,True,True,False,True,5.0,0,False,DHAR,0.0,7.0,1,0.9967546,99.68,Is_Ghost_Work
SAYANI GHOSH,JAYANTA ELECTRIC AND CO,14.22,False,False,False,False,0.0,0,False,JADAVPUR,0.0,3.0,1,0.9970304,99.7,Is_Ghost_Work
SELJA,KIRPAL SINGH AND SONS,23.73,False,False,False,False,0.0,1,True,SIRSA,0.0,0.0,1,0.95083,95.08,Trend_Anomaly_Score
SELVAGANAPATHI T M,Sre MCM and Co,53.63,False,False,False,False,0.0,0,False,SALEM,0.0,0.0,0,0.0048430096,0.48,None
SELVARAJ V,DAWOOD ENTERPRISES,17.66,False,False,False,False,0.0,0,False,NAGAPATTINAM,0.0,0.0,0,0.0048430096,0.48,None
SHAFI PARAMBIL,TATA MOTORS,26.71,False,False,False,False,0.0,0,False,VADAKARA,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
SHAMBHAVI,ASSISTANT ENGINEER HAYAGHAT,15.05,False,False,False,False,0.0,0,False,SAMASTIPUR,0.0,0.0,0,0.0048430096,0.48,None
SHASHANK MANI,MS AMAR MANI TRIPATHI,36.52,False,False,False,False,0.0,0,False,DEORIA,0.0,0.0,0,0.0048430096,0.48,None
SHER SINGH GHUBAYA,The Gill Sehkari Kirat te Ussari Sabha Ltd,29.36,False,False,False,False,0.0,0,False,FIROZPUR,0.0,12.0,1,0.9970304,99.7,Is_Ghost_Work
SHIVMANGAL SINGH TOMAR,THE MP STATE AGRO IND DEV CORP LTD SHEOPUR,20.43,False,False,False,False,0.0,0,False,MORENA,0.0,0.0,0,0.0048430096,0.48,None
SHIVRAJ SINGH CHOUHAN,CEO JANPAD KHATEGAON,8.03,False,False,False,False,0.0,0,False,VIDISHA,0.0,0.0,0,0.0048430096,0.48,None
SHOBHA KARANDLAJE,M CUBE INFRATECH PRIVATE LIMITED,13.0,False,False,False,False,0.0,0,False,BANGALORE NORTH,0.0,0.0,0,0.0048430096,0.48,None
SHOBHANABEN MAHENDRASINH BARAIYA,BANTHIWADA GRAM PANCHAYAT,2.82,False,False,False,False,0.0,0,False,SABARKANTHA,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
SHREYAS. M. PATEL,KRIDL BHUSIRI ACCOUNT WORKS,36.98,False,False,False,True,3.0,0,False,HASSAN,0.0,0.0,0,0.10382239,10.38,Collusion_Risk_Score
SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Swapnil Raghunath Thorat,9.23,False,False,False,False,0.0,0,False,SATARA,0.0,0.0,0,0.0048430096,0.48,None
SK NURUL ISLAM,MA ENTERPRISE,68.91,False,False,False,False,0.0,0,False,BASIRHAT,0.0,0.0,0,0.0048430096,0.48,None
SMITA UDAY WAGH,GURUDATTA GAWANDI KAMGAR MAJOOR SAHAKARI SOCIETY LIMITED,28.5,False,False,False,False,0.0,0,False,JALGAON,0.0,0.0,0,0.0048430096,0.48,None
SUDAMA PRASAD,RANJIT SALES CORPORATION,47.65,False,False,False,False,0.0,0,False,ARRAH,0.0,0.0,0,0.0048430096,0.48,None
SUDHA R,SRI SAI ENTERPRISES,29.59,False,False,False,False,0.0,0,False,MAYILADUTHURAI,0.0,0.0,0,0.0048430096,0.48,None
SUDHAKAR SINGH,ASSISTANT ENGINEER RAMGARH,33.96,False,False,False,False,0.0,0,False,BUXAR,0.0,0.0,0,0.0048430096,0.48,None
SUKANTA KUMAR PANIGRAHI,MAHAKUMBHA PROPERTIES PVT LIMITED,34.95,False,False,False,False,0.0,0,False,KANDHAMAL,0.0,0.0,0,0.0048430096,0.48,None
SUKHDEO BHAGAT,RAJEEV RANJAN JUNIOR ENGINEER,40.31,False,False,False,False,0.0,0,False,LOHARDAGA,0.0,3.0,1,0.9970304,99.7,Is_Ghost_Work
SUKHJINDER SINGH RANDHAWA,MS SRV INTERNATIONAL,7.29,False,False,False,False,0.0,0,False,GURDASPUR,0.0,4.0,1,0.9970304,99.7,Is_Ghost_Work
SUNIL BOSE,KRIDL BHUSIRI ACCOUNT WORKS,34.85,False,False,False,False,0.0,1,True,CHAMARAJANAGAR,0.0,0.0,1,0.95083,95.08,Trend_Anomaly_Score
SURENDRA PRASAD YADAV,SIMRAN INDUSTRIES GROUP,21.77,False,False,False,False,0.0,0,False,JAHANABAD,0.0,10.0,1,0.9970304,99.7,Is_Ghost_Work
SURESH GOPI,VIBINDAS,20.62,False,False,False,False,0.0,0,False,THRISSUR,0.0,0.0,0,0.0048430096,0.48,None
SURESH KUMAR SHETKAR,MACHNOOR YELLAREDDY,26.81,False,False,False,False,0.0,0,False,ZAHIRABAD,0.0,0.0,0,0.0048430096,0.48,None
Sanjay Haribhau Jadhav,PRUTHIVRAJ PRAMOD BHAMBLE PRO PRUTHIVIRAJ BHAMBLE,14.63,False,False,False,False,0.0,0,False,PARBHANI,0.0,0.0,0,0.0048430096,0.48,None
Sanjay Kumar Bandi,Ahmed Raza,28.19,False,False,False,False,0.0,0,False,KARIMNAGAR,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
Sanjay Seth ,AMIT KUMAR JUNIOR ENGINEER,81.1,True,False,False,False,1.0,0,False,RANCHI,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Sanjay Uttamrao Deshmukh,Shriyog Electricals,16.06,False,False,False,False,0.0,0,False,YAVATMAL-WASHIM,0.0,0.0,0,0.0048430096,0.48,None
Santosh Pandey,gagan book supplier,6.04,False,False,False,False,0.0,0,False,RAJNANDGAON,0.0,0.0,0,0.0048430096,0.48,None
Saptagiri Sankar Ulaka,RAMESWAR NAIK,15.89,False,False,False,False,0.0,0,False,KORAPUT,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
Sasikanth Senthil,L G Arasu,20.8,False,False,False,False,0.0,0,False,TIRUVALLUR,0.0,0.0,0,0.0048430096,0.48,None
Saumitra khan ,MAA BHABANI CONSTRUCTION,24.5,False,False,False,False,0.0,0,False,BISHNUPUR,0.0,4.0,1,0.9970304,99.7,Is_Ghost_Work
Shankar Lalwani,SHRI GANESH ASSOCIATES PROPRIETOR NARAYAN SHARMA,56.63,False,False,False,False,0.0,0,False,INDORE,0.0,0.0,0,0.0048430096,0.48,None
Shatrughan Sinha,TECHNO BEST,35.81,False,False,False,False,0.0,0,False,ASANSOL,0.0,0.0,0,0.0048430096,0.48,None
Shri  Dharambir Singh,Bimla Automobiles,34.36,False,False,False,False,0.0,0,False,BHIWANI MAHENDRAGARH,0.0,4.0,1,0.9970304,99.7,Is_Ghost_Work
Shri A. A. Rahim (2022-28),TATA MOTORS,16.97,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Abdul Wahab (2021-27),SML ISUZU LTD,6.1,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Abhishek Banerjee,S S CONSTRUCTION,7.35,False,False,False,False,0.0,0,False,DIAMOND HARBOUR,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Aditya Prasad (2022-28),PARMANAND PASWAN,46.51,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Ajay Makan (2024-30),Kodagu Nirmithi Kendra,84.34,True,False,False,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Shri Akhilesh Prasad Singh (2024-30),VAIBHAV VATSHALYA,20.86,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Amar Pal Maurya (2024-30),NARAYAN MARBLES,22.14,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Amar Singh,Bristo Security System,4.56,False,False,False,False,0.0,0,False,FATEHGARH SAHIB,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Amit Shah,AEON MEDICAL PVT LTD,43.21,False,False,False,False,0.0,0,False,GANDHINAGAR,0.0,0.0,0,0.0048430096,0.48,None
Shri Anil Firojiya,NATIONAL ENGINEERING WORKS,13.38,False,False,False,False,0.0,0,False,UJJAIN,0.0,6.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Anil Kumar Yadav Mandadi (2024-30),SANTRIX CONSTRUCTIONS,62.03,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Arjun Ram Meghwal,AKHIL BHARTIYA BISHNOI MAHASABHA,7.32,False,False,False,False,0.0,0,False,BIKANER,0.0,0.0,0,0.0048430096,0.48,None
Shri Arun Kumar Sagar ,RMK ENTERPRISES,27.33,False,False,False,False,0.0,0,False,SHAHJAHANPUR,0.0,0.0,0,0.0048430096,0.48,None
Shri Arun Singh (2020-26),Randheer Enterprises,8.32,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Shri Ashok Singh (2024-30),GRAM PANCHAYAT AMODA,10.21,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
