MP Name,Constituency,State,House,Allocated Amount (₹),Amount Recommended (₹),Total Expenditure (₹),Utilization %,Completed Works,Recommended Works,Completion Rate %,Balance Not Yet Paid to Vendors (₹),Transaction Count,Successful Payments,Pending Payments,Average Rating
Shri P. P. Suneer (2024-30),Sitting Rajya Sabha,Kerala,Rajya Sabha,122500000.0,85608775.0,18439441.0,69.88,19,90,21.11,67169334.0,31,31,0,
Shri Pramod Tiwari (2022-28),Sitting Rajya Sabha,Rajasthan,Rajya Sabha,196063957.11,136841358.0,101024659.0,69.79,65,130,50.0,35816699.0,220,218,2,
M.K. VISHNUPRASAD,CUDDALORE,Tamil Nadu,Lok Sabha,147000000.0,102530543.0,71744686.0,69.75,74,117,63.25,30785857.0,91,90,1,
Ms Mahua Moitra,KRISHNANAGAR,West Bengal,Lok Sabha,159865046.0,111302619.0,57382120.0,69.62,23,55,41.82,53920499.0,49,49,0,
GURMEET SINGH MEET HAYER,SANGRUR,Punjab,Lok Sabha,147000000.0,102301198.0,57218972.0,69.59,154,391,39.39,45082226.0,661,635,26,
Sasikanth Senthil,TIRUVALLUR,Tamil Nadu,Lok Sabha,171500000.0,119314874.0,89733784.0,69.57,87,182,47.8,29581090.0,134,133,1,
DURAI VAIKO,TIRUCHIRAPPALLI,Tamil Nadu,Lok Sabha,147000000.0,102033829.0,66737879.0,69.41,45,80,56.25,35295950.0,59,53,6,
Dr. Medha Vishram Kulkarni (2024-30),Sitting Rajya Sabha,Maharashtra,Rajya Sabha,147000000.0,101856671.0,41737818.0,69.29,31,105,29.52,60118853.0,49,49,0,
TOKHAN SAHU,BILASPUR,Chhattisgarh,Lok Sabha,147000000.0,101855274.0,55824852.0,69.29,41,131,31.3,46030422.0,158,152,6,
Swami Sachchidanandhari Sakshi ji Maharaj ,UNNAO,Uttar Pradesh,Lok Sabha,147000000.0,101824036.0,68421377.0,69.27,12,88,13.64,33402659.0,69,62,7,
Raju Bista,DARJEELING,West Bengal,Lok Sabha,147000000.0,101800825.0,43617451.0,69.25,82,169,48.52,58183374.0,92,92,0,
DR.MALLU RAVI,NAGARKURNOOL,Telangana,Lok Sabha,147000000.0,101693728.0,47000729.0,69.18,143,227,63.0,54692999.0,156,156,0,
Shri Rajib Bhattacharjee (2024-28),Sitting Rajya Sabha,Tripura,Rajya Sabha,122500000.0,84649344.0,34210580.0,69.1,18,58,31.03,50438764.0,39,37,2,
Smt. Jebi Mather Hisham (2022-28),Sitting Rajya Sabha,Kerala,Rajya Sabha,220563957.11,152298345.0,54661936.0,69.05,49,119,41.18,97636409.0,76,75,1,
Dr. V. Sivadasan (2021-27),Sitting Rajya Sabha,Kerala,Rajya Sabha,276720323.27,191022745.0,24863346.0,69.03,14,63,22.22,166159399.0,45,45,0,
Shri vijayakumar Vasanth,KANNIYAKUMARI,Tamil Nadu,Lok Sabha,171500000.0,118368762.0,61773452.0,69.02,39,101,38.61,56595310.0,67,65,2,
CHINTAMANI MAHARAJ,SARGUJA,Chhattisgarh,Lok Sabha,147000000.0,101457500.0,61420121.0,69.02,70,330,21.21,40037379.0,372,365,7,
Smt Dimple Yadav,MAINPURI,Uttar Pradesh,Lok Sabha,192042469.11,132519146.0,71873231.0,69.01,53,164,32.32,60645915.0,149,125,24,
Shri Kesridevsinh Jhala (2023-29),Sitting Rajya Sabha,Gujarat,Rajya Sabha,171500000.0,118319535.0,26663551.0,68.99,21,144,14.58,91655984.0,52,51,1,
Smt Aparajita Sarangi,BHUBANESWAR,Odisha,Lok Sabha,147420861.41,101650000.0,32303960.0,68.95,47,277,16.97,69346040.0,229,211,18,
RAMESH AWASTHI,KANPUR,Uttar Pradesh,Lok Sabha,147000000.0,101288419.0,75758324.0,68.9,48,140,34.29,25530095.0,98,98,0,
Kirti Vardhan Singh,GONDA,Uttar Pradesh,Lok Sabha,147000000.0,101059677.0,71075338.0,68.75,35,152,23.03,29984339.0,180,180,0,
Thiru Dayanidhi Maran,CHENNAI CENTRAL,Tamil Nadu,Lok Sabha,147000000.0,101000000.0,30478390.0,68.71,4,12,33.33,70521610.0,8,8,0,
SURESH KUMAR SHETKAR,ZAHIRABAD,Telangana,Lok Sabha,147000000.0,100971995.0,30460371.0,68.69,64,355,18.03,70511624.0,134,120,14,
BHASKAR MURLIDHAR BHAGARE,DINDORI,Maharashtra,Lok Sabha,147000000.0,100771173.0,34081627.0,68.55,19,121,15.7,66689546.0,37,35,2,
Saptagiri Sankar Ulaka,KORAPUT,Odisha,Lok Sabha,269500000.0,184589829.0,68050166.0,68.49,159,575,27.65,116539663.0,236,231,5,
Shri Randeep Singh Surjewala (2022-28),Sitting Rajya Sabha,Rajasthan,Rajya Sabha,196063957.11,134181665.0,61282096.0,68.44,55,148,37.16,72899569.0,279,254,25,
Shri Jual Oram,SUNDARGARH,Odisha,Lok Sabha,173096756.91,118328256.0,66763914.0,68.36,89,200,44.5,51564342.0,278,251,27,
SANATAN PANDEY,BALLIA,Uttar Pradesh,Lok Sabha,180420041.4,123305043.0,74595388.0,68.34,62,355,17.46,48709655.0,231,229,2,
SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,Gujarat,Lok Sabha,147000000.0,100455464.0,53180570.0,68.34,122,279,43.73,47274894.0,147,140,7,
IMRAN MASOOD,SAHARANPUR,Uttar Pradesh,Lok Sabha,147000000.0,100422495.0,69261651.0,68.31,51,115,44.35,31160844.0,79,70,9,
Kamlesh Paswan,BANSGAON,Uttar Pradesh,Lok Sabha,147000000.0,100401614.0,41575201.0,68.3,0,125,0.0,58826413.0,84,76,8,
Rajnath Singh,LUCKNOW,Uttar Pradesh,Lok Sabha,154808797.11,105720976.0,74407887.0,68.29,31,102,30.39,31313089.0,74,71,3,
Bidyut Baran Mahato,JAMSHEDPUR,Jharkhand,Lok Sabha,147000000.0,100350597.0,75745972.0,68.27,2,178,1.12,24604625.0,189,189,0,
Dr. Dharmasthala Veerendra Heggade (2022-28),Nominated Rajya Sabha,Karnataka,Rajya Sabha,196063957.11,133450991.0,57878764.0,68.07,301,474,63.5,75572227.0,644,632,12,
Shri Anil Firojiya,UJJAIN,Madhya Pradesh,Lok Sabha,147000000.0,100035496.0,77471399.0,68.05,152,248,61.29,22564097.0,290,286,4,
Dr. Radha Mohan Das Agrawal (2022-28),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,203626524.67,138428596.0,72382614.0,67.98,15,45,33.33,66045982.0,54,54,0,
BACHHAV SHOBHA DINESH,DHULE,Maharashtra,Lok Sabha,147000000.0,99930794.0,15131243.0,67.98,13,91,14.29,84799551.0,16,12,4,
DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,Maharashtra,Lok Sabha,147000000.0,99915160.0,17964734.0,67.97,7,78,8.97,81950426.0,16,14,2,
MANOJ TIGGA,ALIPURDUARS,West Bengal,Lok Sabha,147000000.0,99802333.75,11379773.0,67.89,10,90,11.11,88422560.75,17,17,0,
DR DHARAMVIRA GANDHI,PATIALA,Punjab,Lok Sabha,147000000.0,99604797.0,53205652.0,67.76,62,360,17.22,46399145.0,1196,1188,8,
BUNTY VIVEK SAHU,CHHINDWARA,Madhya Pradesh,Lok Sabha,147000000.0,99480130.0,55619616.0,67.67,100,476,21.01,43860514.0,443,437,6,
Shri Sandosh Kumar P (2022-28),Sitting Rajya Sabha,Kerala,Rajya Sabha,220563957.11,149135962.0,55957933.0,67.62,29,104,27.88,93178029.0,72,71,1,
BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI,Maharashtra,Lok Sabha,147000000.0,99116663.0,19420448.0,67.43,11,137,8.03,79696215.0,32,32,0,
Shri Anil Kumar Yadav Mandadi (2024-30),Sitting Rajya Sabha,Telangana,Rajya Sabha,147000000.0,98815709.0,54363174.0,67.22,71,105,67.62,44452535.0,73,73,0,
BABU SINGH KUSHWAHA,JAUNPUR,Uttar Pradesh,Lok Sabha,147000000.0,98603109.0,47327917.0,67.08,522,686,76.09,51275192.0,652,529,123,
BHARTI PARDHI,BALAGHAT,Madhya Pradesh,Lok Sabha,154398389.01,103486443.0,92426127.0,67.03,80,169,47.34,11060316.0,491,485,6,
BASAVARAJ BOMMAI,HAVERI,Karnataka,Lok Sabha,147000000.0,98450000.0,61561447.0,66.97,19,162,11.73,36888553.0,178,166,12,
Abu Taher Khan,MURSHIDABAD,West Bengal,Lok Sabha,147000000.0,98412625.0,37157978.0,66.95,172,328,52.44,61254647.0,183,176,7,
BALRAM NAIK PORIKA,MAHABUBABAD,Telangana,Lok Sabha,147000000.0,98090650.0,72320239.0,66.73,238,359,66.3,25770411.0,292,292,0,
DEVESH SHAKYA,ETAH,Uttar Pradesh,Lok Sabha,147000000.0,98064205.0,81351075.0,66.71,220,339,64.9,16713130.0,581,581,0,
E. TUKARAM,BELLARY,Karnataka,Lok Sabha,147000000.0,98000000.0,19971722.0,66.67,2,91,2.2,78028278.0,34,25,9,
GAIKWAD VARSHA EKNATH,MUMBAI NORTH-CENTRAL,Maharashtra,Lok Sabha,147000000.0,98000000.0,92563767.0,66.67,0,57,0.0,5436233.0,54,51,3,
Piyush Vedprakash Goyal,MUMBAI NORTH,Maharashtra,Lok Sabha,147000000.0,98000000.0,30848998.0,66.67,0,49,0.0,67151002.0,17,13,4,
RADHAKRISHNA,GULBARGA,Karnataka,Lok Sabha,147000000.0,98000000.0,3254664.0,66.67,0,29,0.0,94745336.0,2,2,0,
RAKIBUL HUSSAIN,DHUBRI,Assam,Lok Sabha,147000000.0,97999429.0,48853373.0,66.67,25,179,13.97,49146056.0,142,136,6,
ANUP SANJAY DHOTRE,AKOLA,Maharashtra,Lok Sabha,147000000.0,97997749.0,51045667.0,66.67,41,100,41.0,46952082.0,69,68,1,
PARIMAL SUKLABAIDYA,SILCHAR,Assam,Lok Sabha,148300157.11,98800000.0,5511762.0,66.62,0,153,0.0,93288238.0,13,10,3,
Shri Tejveer Singh (2024-30),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,147000000.0,97931969.0,89900058.0,66.62,53,86,61.63,8031911.0,152,152,0,
UJJWAL RAMAN SINGH,ALLAHABAD,Uttar Pradesh,Lok Sabha,147000000.0,97921663.0,64478327.0,66.61,3,31,9.68,33443336.0,67,61,6,
CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,Maharashtra,Lok Sabha,147000000.0,97910291.0,33696592.0,66.61,22,101,21.78,64213699.0,34,34,0,
Pratima Mondal ,JOYNAGAR,West Bengal,Lok Sabha,147000000.0,97852478.0,74379705.0,66.57,170,223,76.23,23472773.0,185,185,0,
Shri Hanuman Beniwal,NAGAUR,Rajasthan,Lok Sabha,147000000.0,97848293.0,68636220.0,66.56,177,250,70.8,29212073.0,318,315,3,
Sanjay Seth ,RANCHI,Jharkhand,Lok Sabha,147064357.11,97792648.0,88234955.0,66.5,49,150,32.67,9557693.0,245,245,0,
Shri Ratanjit Pratap Narain Singh (2024-30),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,147000000.0,97712398.0,89937432.0,66.47,83,125,66.4,7774966.0,215,213,2,
CN Annadurai,TIRUVANNAMALAI,Tamil Nadu,Lok Sabha,148579509.11,98733161.0,88000808.0,66.45,171,194,88.14,10732353.0,181,181,0,
BALABHADRA MAJHI,NABARANGPUR,Odisha,Lok Sabha,147413962.11,97946556.0,15470212.0,66.44,20,220,9.09,82476344.0,129,129,0,
AKSHAYA YADAV,FIROZABAD,Uttar Pradesh,Lok Sabha,147000000.0,97654158.0,95931875.0,66.43,37,43,86.05,1722283.0,83,83,0,
Pankaj Chowdhary,MAHARAJGANJ,Uttar Pradesh,Lok Sabha,147000000.0,97560284.0,95676373.0,66.37,38,49,77.55,1883911.0,94,94,0,
RACHNA BANERJEE,HOOGHLY,West Bengal,Lok Sabha,147000000.0,97541824.44,34234471.0,66.35,36,101,35.64,63307353.44,54,54,0,
Shri Kanad Purkayastha (2025-31),Sitting Rajya Sabha,Assam,Rajya Sabha,98000000.0,65000000.0,28001397.0,66.33,0,50,0.0,36998603.0,37,34,3,
Smt. Sagarika Ghose (2024-30),Sitting Rajya Sabha,West Bengal,Rajya Sabha,147000000.0,97500000.0,47289873.0,66.33,0,13,0.0,50210127.0,16,16,0,
AMARSING TISSO,Diphu,Assam,Lok Sabha,147000000.0,97483742.0,69670509.0,66.32,41,94,43.62,27813233.0,192,172,20,
Sunil Dattatray Tatkare,RAIGAD,Maharashtra,Lok Sabha,147000000.0,97291356.0,59406128.0,66.18,18,62,29.03,37885228.0,74,73,1,
CHANDAN CHAUHAN,BIJNOR,Uttar Pradesh,Lok Sabha,147000000.0,97231575.0,81941111.0,66.14,14,116,12.07,15290464.0,214,189,25,
AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,Maharashtra,Lok Sabha,190289442.0,125834805.0,67522042.0,66.13,38,103,36.89,58312763.0,68,68,0,
Smt. Rajathi (2025-31),Sitting Rajya Sabha,Tamil Nadu,Rajya Sabha,89248285.42,59000000.0,21237106.0,66.11,16,55,29.09,37762894.0,23,21,2,
Jai Prakash,HARDOI,Uttar Pradesh,Lok Sabha,147000000.0,97070110.0,85755277.0,66.03,3,24,12.5,11314833.0,47,47,0,
SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SATARA,Maharashtra,Lok Sabha,147000000.0,96998677.0,16135149.0,65.99,16,134,11.94,80863528.0,21,21,0,
UTKARSH VERMA MADHUR,KHERI,Uttar Pradesh,Lok Sabha,147000000.0,96898322.0,74909150.0,65.92,347,360,96.39,21989172.0,699,699,0,
Thirumaa Valavan Thol,CHIDAMBARAM,Tamil Nadu,Lok Sabha,147000000.0,96815007.0,69998691.0,65.86,45,80,56.25,26816316.0,81,79,2,
Shri Mohammed Nadimul Haque (2024-30),Sitting Rajya Sabha,West Bengal,Rajya Sabha,147000000.0,96799500.0,45077861.0,65.85,1,19,5.26,51721639.0,16,16,0,
JITAN RAM MANJHI,GAYA,Bihar,Lok Sabha,147000000.0,96708097.0,61586729.0,65.79,152,260,58.46,35121368.0,191,190,1,
Saumitra khan ,BISHNUPUR,West Bengal,Lok Sabha,147000000.0,96703695.0,57558347.0,65.78,48,82,58.54,39145348.0,52,49,3,
VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,Karnataka,Lok Sabha,147000000.0,96600000.0,34850000.0,65.71,30,143,20.98,61750000.0,85,82,3,
VINOD KUMAR BIND,BHADOHI,Uttar Pradesh,Lok Sabha,147000000.0,96578170.0,75517267.0,65.7,407,544,74.82,21060903.0,525,418,107,
Shri Amar Pal Maurya (2024-30),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,147000000.0,96524000.0,26365566.0,65.66,18,138,13.04,70158434.0,33,30,3,
JUNE MALIAH,MEDINIPUR,West Bengal,Lok Sabha,147000000.0,96497530.0,36949288.0,65.64,7,31,22.58,59548242.0,27,25,2,
Pralhad Venkatesh Joshi,DHARWAD,Karnataka,Lok Sabha,147000000.0,96324932.0,20761060.0,65.53,28,204,13.73,75563872.0,66,55,11,
Manickam Tagore B,VIRUDHUNAGAR,Tamil Nadu,Lok Sabha,147000000.0,96301542.0,90165437.0,65.51,69,86,80.23,6136105.0,93,93,0,
DR BYREDDY SHABARI,NANDYAL,Andhra Pradesh,Lok Sabha,150675889.11,98690498.0,50709419.0,65.5,70,198,35.35,47981079.0,116,116,0,
SAGAR ESHWAR KHANDRE,BIDAR,Karnataka,Lok Sabha,147000000.0,96254497.0,15422826.0,65.48,5,178,2.81,80831671.0,50,46,4,
Shri Subhasish Khuntia (2024-30),Sitting Rajya Sabha,Odisha,Rajya Sabha,147000000.0,96250000.0,6285385.0,65.48,3,222,1.35,89964615.0,34,31,3,
Mala Roy ,KOLKATA DAKSHIN,West Bengal,Lok Sabha,147000000.0,96138946.0,61582788.0,65.4,32,75,42.67,34556158.0,65,64,1,
SUDHA R,MAYILADUTHURAI,Tamil Nadu,Lok Sabha,147332315.11,96229000.0,37515130.0,65.31,23,149,15.44,58713870.0,53,38,15,
ADHIKARI SOUMENDU,KANTHI,West Bengal,Lok Sabha,147000000.0,95934382.0,38304241.0,65.26,29,70,41.43,57630141.0,31,31,0,
Shri Sadanand Mhalu Shet Tanavade (2023-29),Sitting Rajya Sabha,Goa,Rajya Sabha,171500000.0,111734773.99,37836353.99,65.15,10,41,24.39,73898420.0,26,26,0,
Shri Abhishek Banerjee,DIAMOND HARBOUR,West Bengal,Lok Sabha,147000000.0,95717514.0,71510891.0,65.11,200,320,62.5,24206623.0,262,262,0,
MANJU SHARMA,JAIPUR,Rajasthan,Lok Sabha,167082901.11,108787769.0,21994861.0,65.11,13,69,18.84,86792908.0,29,28,1,
DAROGA PRASAD SAROJ,LALGANJ,Uttar Pradesh,Lok Sabha,147000000.0,95667378.0,82499872.0,65.08,58,294,19.73,13167506.0,282,253,29,
DHARMENDRA YADAV,AZAMGARH,Uttar Pradesh,Lok Sabha,147000000.0,95526844.0,61248647.0,64.98,16,67,23.88,34278197.0,53,50,3,
H.D. KUMARASWAMY,MANDYA,Karnataka,Lok Sabha,147000000.0,95500000.0,46075000.0,64.97,7,147,4.76,49425000.0,130,117,13,
G. KUMAR NAIK,RAICHUR,Karnataka,Lok Sabha,147000000.0,95495548.0,24271564.0,64.96,9,128,7.03,71223984.0,48,44,4,
Kalyan Banerjee,SREERAMPUR,West Bengal,Lok Sabha,147000000.0,95384010.0,76719145.0,64.89,84,119,70.59,18664865.0,110,110,0,
KRITI DEVI DEBBARMAN,TRIPURA EAST,Tripura,Lok Sabha,147000000.0,95286310.0,32934783.0,64.82,13,42,30.95,62351527.0,24,24,0,
Shri Mahendra Bhatt (2024-30),Sitting Rajya Sabha,Uttarakhand,Rajya Sabha,147000000.0,95273231.0,23254909.0,64.81,11,126,8.73,72018322.0,159,158,1,
PRAVEEN PATEL,PHULPUR,Uttar Pradesh,Lok Sabha,151559884.09,98136533.0,95102075.0,64.75,14,24,58.33,3034458.0,37,35,2,
CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,Karnataka,Lok Sabha,147000000.0,95117059.0,52228767.0,64.71,75,206,36.41,42888292.0,108,95,13,
Smt Sajda Ahmed,ULUBERIA,West Bengal,Lok Sabha,147000000.0,94947352.0,47622814.0,64.59,92,174,52.87,47324538.0,113,109,4,
Shri M K Raghavan,KOZHIKODE,Kerala,Lok Sabha,147000000.0,94826385.0,9365325.0,64.51,15,268,5.6,85461060.0,26,26,0,
Shri Arjun Ram Meghwal,BIKANER,Rajasthan,Lok Sabha,147000000.0,94811888.0,34147300.0,64.5,17,76,22.37,60664588.0,46,43,3,
ABHIJIT GANGOPADHYAY,TAMLUK,West Bengal,Lok Sabha,147000000.0,94805281.78,41397394.78,64.49,74,265,27.92,53407887.0,128,122,6,
Andimuthu Raja,NILGIRIS,Tamil Nadu,Lok Sabha,147000000.0,94783219.0,71485310.0,64.48,73,114,64.04,23297909.0,87,87,0,
GM Harish Balayogi,AMALAPURAM,Andhra Pradesh,Lok Sabha,147000000.0,94713343.0,54891857.0,64.43,41,108,37.96,39821486.0,68,66,2,
ARUP CHAKRABORTY,BANKURA,West Bengal,Lok Sabha,147000000.0,94625897.0,55795450.0,64.37,40,70,57.14,38830447.0,42,42,0,
Dr Shashi Tharoor,THIRUVANANTHAPURAM,Kerala,Lok Sabha,147000000.0,94591330.0,41754577.0,64.35,40,114,35.09,52836753.0,61,61,0,
Kiren Rijiju,ARUNACHAL WEST,Arunachal Pradesh,Lok Sabha,147000000.0,94263249.0,87533016.0,64.12,114,131,87.02,6730233.0,162,156,6,
Kangana Ranaut,MANDI,Himachal Pradesh,Lok Sabha,147000000.0,94241903.0,56986009.0,64.11,73,316,23.1,37255894.0,395,328,67,
PRABHAKAR REDDY VEMIREDDY,NELLORE,Andhra Pradesh,Lok Sabha,147000000.0,94235727.0,73610054.0,64.11,126,153,82.35,20625673.0,136,136,0,
Shri Sarbananda Sonowal (18LS),DIBRUGARH,Assam,Lok Sabha,147000000.0,94042773.0,23919705.0,63.97,3,87,3.45,70123068.0,63,63,0,
JAGADISH SHETTAR,BELGAUM,Karnataka,Lok Sabha,147000000.0,94000000.0,10222651.0,63.95,1,172,0.58,83777349.0,30,28,2,
PRIYANKA SATISH JARKIHOLI,CHIKKODI,Karnataka,Lok Sabha,147000000.0,93670772.0,18773055.0,63.72,16,159,10.06,74897717.0,38,34,4,
Krishna Prasad Tenneti,BAPATLA,Andhra Pradesh,Lok Sabha,167796849.11,106632500.0,18515817.0,63.55,6,124,4.84,88116683.0,25,21,4,
AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,Andhra Pradesh,Lok Sabha,201899064.11,128194365.0,62202871.0,63.49,42,155,27.1,65991494.0,81,81,0,
AMRINDER SINGH RAJA WARRING,LUDHIANA,Punjab,Lok Sabha,147000000.0,93219872.0,34113487.0,63.41,59,242,24.38,59106385.0,329,326,3,
LUMBARAM,JALORE,Rajasthan,Lok Sabha,147000000.0,93201156.0,61556876.0,63.4,79,179,44.13,31644280.0,610,609,1,
AVIMANYU SETHI,BHADRAK,Odisha,Lok Sabha,147000000.0,92895000.0,23316575.0,63.19,27,278,9.71,69578425.0,73,65,8,
Shri Narendra Modi,VARANASI,Uttar Pradesh,Lok Sabha,162070276.11,102171252.0,89119541.0,63.04,192,216,88.89,13051711.0,192,155,37,
DR KALGE SHIVAJI BANDAPPA,LATUR,Maharashtra,Lok Sabha,147000000.0,92583651.0,28846420.0,62.98,26,117,22.22,63737231.0,34,33,1,
Shri  Dharambir Singh,BHIWANI MAHENDRAGARH,Haryana,Lok Sabha,147000000.0,92507587.0,66166803.0,62.93,103,204,50.49,26340784.0,187,185,2,
ZIA UR REHMAN,SAMBHAL,Uttar Pradesh,Lok Sabha,147000000.0,92403610.85,53111753.0,62.86,0,325,0.0,39291857.85,332,316,16,
Shri Mayankkumar Nayak (2024-30),Sitting Rajya Sabha,Gujarat,Rajya Sabha,147000000.0,92356983.0,19560868.0,62.83,20,171,11.7,72796115.0,66,66,0,
Anurag Sharma ,JHANSI,Uttar Pradesh,Lok Sabha,147000000.0,92350864.0,67201462.0,62.82,85,162,52.47,25149402.0,242,235,7,
Shri Subhash Barala (2024-30),Sitting Rajya Sabha,Haryana,Rajya Sabha,147000000.0,92126165.0,29532538.0,62.67,4,84,4.76,62593627.0,61,61,0,
AGA SYED RUHULLAH MEHDI,SRINAGAR,Jammu And Kashmir,Lok Sabha,147000000.0,91972368.1,20822671.0,62.57,62,199,31.16,71149697.1,80,65,15,
Vijay Kumar Hansdak,RAJMAHAL,Jharkhand,Lok Sabha,147223957.11,91979000.0,28886697.0,62.48,0,468,0.0,63092303.0,302,302,0,
CHANDRA SHEKHAR,NAGINA,Uttar Pradesh,Lok Sabha,147000000.0,91755170.0,87033825.0,62.42,286,507,56.41,4721345.0,893,784,109,
RABINDRA NARAYAN BEHERA,JAJPUR,Odisha,Lok Sabha,147064617.11,91739853.0,9146086.0,62.38,3,203,1.48,82593767.0,41,41,0,
CHAMALA KIRAN KUMAR REDDY,BHONGIR,Telangana,Lok Sabha,147000000.0,91661853.0,62689273.0,62.36,417,495,84.24,28972580.0,434,434,0,
SUNIL BOSE,CHAMARAJANAGAR,Karnataka,Lok Sabha,147000000.0,91548698.0,50427615.0,62.28,24,110,21.82,41121083.0,96,96,0,
DHARMENDRA PRADHAN,SAMBALPUR,Odisha,Lok Sabha,147000000.0,91453000.0,9704141.0,62.21,2,115,1.74,81748859.0,31,21,10,
KONDA VISHWESHWAR REDDY,CHELVELLA,Telangana,Lok Sabha,233721420.96,145225175.0,57338256.0,62.14,180,519,34.68,87886919.0,215,214,1,
Shri C. Sadanandan Master (2025-31),Nominated Rajya Sabha,Kerala,Rajya Sabha,73500000.0,45660000.0,0.0,62.12,0,55,0.0,45660000.0,0,0,0,
Ravindra Shyamnarayan Alias Ravi Kishan Shukla,GORAKHPUR,Uttar Pradesh,Lok Sabha,147000000.0,91202258.78,12572509.0,62.04,0,96,0.0,78629749.78,10,10,0,
Shri Jogen Mohan (2026-32),Sitting Rajya Sabha,Assam,Rajya Sabha,49000000.0,30400000.0,1500000.0,62.04,0,22,0.0,28900000.0,1,0,1,
CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,Gujarat,Lok Sabha,147000000.0,91125607.0,59546562.0,61.99,100,209,47.85,31579045.0,211,208,3,
Mala Rajya Laxmi Shah ,TEHRI GARHWAL,Uttarakhand,Lok Sabha,147000000.0,90920802.0,57285791.0,61.85,84,224,37.5,33635011.0,371,367,4,
VISHAL,SANGLI,Maharashtra,Lok Sabha,147000000.0,90905332.0,21614077.0,61.84,11,84,13.1,69291255.0,22,20,2,
DR. PRABHA MALLIKARJUN,DAVANAGERE,Karnataka,Lok Sabha,147000000.0,90800000.0,57444696.0,61.77,5,93,5.38,33355304.0,90,90,0,
Faggan Singh Kulaste,MANDLA,Madhya Pradesh,Lok Sabha,151861648.41,93644136.0,55170668.0,61.66,31,298,10.4,38473468.0,290,286,4,
ASHISH DUBEY,JABALPUR,Madhya Pradesh,Lok Sabha,147000000.0,90627308.0,23263814.0,61.65,15,346,4.34,67363494.0,138,138,0,
Giriraj Singh,BEGUSARAI,Bihar,Lok Sabha,147000000.0,90474432.0,32994877.0,61.55,17,67,25.37,57479555.0,38,37,1,
SELVARAJ V,NAGAPATTINAM,Tamil Nadu,Lok Sabha,147000000.0,90469314.0,50673389.0,61.54,46,84,54.76,39795925.0,61,61,0,
Smt Supriya Sadanand Sule,BARAMATI,Maharashtra,Lok Sabha,147000000.0,90455903.0,25041557.0,61.53,10,126,7.94,65414346.0,34,32,2,
RADHE SHYAM RATHIYA,RAIGARH,Chhattisgarh,Lok Sabha,159706972.09,97841529.0,80849803.0,61.26,72,138,52.17,16991726.0,213,209,4,
JYOTIRADITYA M. SCINDIA,GUNA,Madhya Pradesh,Lok Sabha,147000000.0,89874298.0,55870850.0,61.14,46,63,73.02,34003448.0,99,98,1,
PHANI BHUSAN CHOUDHURY,BARPETA,Assam,Lok Sabha,147000000.0,89528000.0,42756247.0,60.9,3,87,3.45,46771753.0,106,103,3,
BAIJAYANT PANDA,KENDRAPARA,Odisha,Lok Sabha,147000000.0,89070000.0,17127535.0,60.59,8,56,14.29,71942465.0,28,28,0,
D M Kathir Anand,VELLORE,Tamil Nadu,Lok Sabha,160196941.11,97061477.0,37215042.0,60.59,15,83,18.07,59846435.0,41,39,2,
ANITA NAGARSINGH CHOUHAN,RATLAM,Madhya Pradesh,Lok Sabha,147000000.0,88997643.0,55091448.0,60.54,76,203,37.44,33906195.0,228,226,2,
MAHIMA KUMARI MEWAR,RAJSAMAND,Rajasthan,Lok Sabha,183892143.0,111207166.0,48238044.0,60.47,26,134,19.4,62969122.0,272,267,5,
Jagdambika Pal,DOMARIYAGANJ,Uttar Pradesh,Lok Sabha,160643957.11,97048500.0,38873088.0,60.41,1,75,1.33,58175412.0,50,50,0,
NARAYAN TATU RANE,RATNAGIRI-SINDHUDURG,Maharashtra,Lok Sabha,147000000.0,88763191.0,22993974.0,60.38,25,96,26.04,65769217.0,39,39,0,
DR RAJKUMAR SANGWAN,BAGHPAT,Uttar Pradesh,Lok Sabha,147000000.0,88712863.0,36662976.0,60.35,16,119,13.45,52049887.0,78,77,1,
PATHAN YUSUF,BAHARAMPUR,West Bengal,Lok Sabha,147000000.0,88677631.0,9360897.0,60.32,1,145,0.69,79316734.0,7,4,3,
ESWARASAMY K,POLLACHI,Tamil Nadu,Lok Sabha,162315106.11,97904192.0,59028493.0,60.32,47,81,58.02,38875699.0,59,58,1,
SHAMBHAVI,SAMASTIPUR,Bihar,Lok Sabha,147000000.0,88544621.0,29478647.0,60.23,21,127,16.54,59065974.0,39,30,9,
